id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
5748;Matheus Dias;Marketing;Férias;3;2021-10-15;18797.06
4639;Eduardo Castro;TI;Férias;7;2021-08-16;11185.61
6324;Srta. Heloísa Porto;Recursos Humanos;Viagem de Negocio;7;2021-07-17;7944.71
8566;Dr. Alexandre Lima;TI;Viagem de Negocio;4;2021-11-26;8995.86
9800;Arthur Silva;Recursos Humanos;Licença Médica;1;2021-08-02;14374.53
3516;Marcelo Caldeira;Marketing;Doença;3;2021-09-09;20346.01
4419;Gabriela Melo;Marketing;Doença;3;2022-03-16;9587.11
1662;Gabriela Cavalcanti;Vendas;Férias;1;2022-07-02;15611.79
2590;Dra. Daniela Rocha;TI;Licença Médica;2;2023-09-04;20318.46
2767;Júlia Campos;Recursos Humanos;Viagem de Negocio;4;2023-07-28;21198.61
8664;Vitor Hugo Almeida;Marketing;Licença Médica;2;2022-11-03;15927.78
3234;Bruno Cunha;TI;Férias;3;2023-06-30;3507.16
4941;Samuel Peixoto;Recursos Humanos;Doença;3;2022-09-23;7618.38
2934;Ana Carolina das Neves;Recursos Humanos;Férias;6;2023-12-04;5589.19
8472;Ana Laura Vieira;TI;Férias;3;2020-01-11;9641.47
7370;Elisa Ribeiro;TI;Férias;7;2021-02-20;19562.62
7684;Erick da Mota;Marketing;Licença Médica;2;2022-01-12;16548.3
9222;Gabrielly Peixoto;Vendas;Doença;5;2020-09-17;7155.53
4818;Guilherme da Paz;Vendas;Problemas Pessoais;4;2022-04-13;18733.5
2786;Juan Cavalcanti;TI;Outros;6;2020-01-10;9028.7
5529;Bianca Carvalho;Vendas;Doença;2;2020-12-02;21885.88
1638;Luiza Caldeira;TI;Problemas Pessoais;8;2020-01-03;8717.46
5327;Anthony da Rocha;Recursos Humanos;Outros;4;2020-01-21;19888.7
8693;Arthur Freitas;TI;Outros;4;2022-03-26;7475.1
3714;Gabrielly Pinto;Recursos Humanos;Outros;1;2023-10-24;9072.01
4659;Lorena Novaes;TI;Férias;2;2022-05-03;21058.13
2700;Clarice Lima;Marketing;Licença Médica;3;2022-04-18;21127.79
1155;Lara Viana;Marketing;Licença Médica;7;2021-10-11;10637.48
7716;Dra. Rafaela da Costa;Recursos Humanos;Doença;7;2021-11-28;5194.53
6793;Dra. Ana Clara Campos;TI;Problemas Pessoais;8;2020-07-06;10830.67
6601;Davi Lucas Pinto;TI;Férias;6;2021-12-10;9869.83
6616;Calebe Azevedo;TI;Problemas Pessoais;5;2020-03-25;3898.16
6788;Raul Moura;Vendas;Licença Médica;3;2022-10-20;8974.06
