id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
7635;Pedro Lucas Barros;Marketing;Viagem de Negocio;1;2021-06-19;21978.06
6034;Laura Lopes;Recursos Humanos;Problemas Pessoais;6;2023-03-31;18203.94
3518;Letícia da Costa;TI;Problemas Pessoais;6;2020-08-04;9440.45
2995;Yasmin Almeida;Vendas;Férias;4;2022-06-02;7216.48
3818;Maria Vitória Nascimento;Recursos Humanos;Problemas Pessoais;5;2023-09-22;5956.75
6573;Esther Martins;Marketing;Outros;5;2020-04-19;14130.06
1504;Isabelly Caldeira;Marketing;Licença Médica;4;2023-09-10;18805.02
5642;Calebe Caldeira;TI;Outros;3;2022-04-10;3606.68
6770;Calebe Castro;TI;Férias;4;2020-08-03;5392.6
2182;Sra. Ana Beatriz Moraes;Recursos Humanos;Outros;5;2022-12-09;18558.46
4205;Maria Alice da Costa;Vendas;Outros;8;2021-11-26;7608.24
5772;Sofia Cunha;Marketing;Doença;8;2022-11-21;14503.75
9913;Dra. Yasmin Costa;Recursos Humanos;Doença;7;2020-04-22;19858.85
3871;Vitor Gabriel Rocha;Vendas;Outros;7;2023-11-24;10366.45
9302;Matheus Ribeiro;TI;Problemas Pessoais;4;2020-02-11;5226.02
5280;Beatriz Souza;Marketing;Problemas Pessoais;3;2020-11-20;10189.42
9281;Theo Nogueira;Marketing;Férias;8;2021-12-03;5601.29
7392;Luiz Otávio Martins;Vendas;Outros;3;2023-04-19;7378.01
4785;Elisa Vieira;Vendas;Problemas Pessoais;6;2022-07-02;12925.07
9104;Dr. Luiz Gustavo Costa;Marketing;Problemas Pessoais;6;2023-11-14;17145.55
7549;Dr. Vitor Hugo Barros;Recursos Humanos;Outros;2;2021-09-07;9645.85
5354;Esther Correia;TI;Viagem de Negocio;1;2021-10-12;16853.94
2074;Dra. Milena Gomes;Recursos Humanos;Viagem de Negocio;7;2023-11-19;4233.3
1059;Luna Aragão;TI;Doença;2;2023-11-07;7428.72
3917;Ana Beatriz da Cruz;TI;Licença Médica;4;2022-11-16;6805.73
6795;Bryan Santos;Marketing;Viagem de Negocio;8;2023-06-27;13335.6
3702;Dra. Juliana Aragão;TI;Férias;6;2020-04-05;20358.9
5452;Sr. Benício da Costa;Recursos Humanos;Férias;2;2022-11-27;12180.65
2637;Ana Lívia Correia;Marketing;Problemas Pessoais;6;2022-09-26;7526.35
6098;Sra. Eloah Aragão;TI;Licença Médica;4;2020-12-15;17285.75
2719;Sra. Joana Mendes;Recursos Humanos;Férias;6;2022-06-01;19268.18
9322;Joaquim da Cunha;Recursos Humanos;Licença Médica;4;2022-08-03;21391.53
6417;Stella Cavalcanti;Marketing;Licença Médica;1;2020-06-11;11055.3
1431;Larissa Rodrigues;Vendas;Doença;7;2020-12-28;9505.05
7939;Thomas Duarte;Vendas;Licença Médica;4;2020-09-05;19660.22
1059;Mirella da Cunha;Recursos Humanos;Licença Médica;6;2021-02-08;16950.52
5962;Julia da Cruz;TI;Problemas Pessoais;5;2023-07-23;8494.75
8025;Elisa Moreira;TI;Outros;5;2020-12-22;20443.5
2925;Luiz Otávio Barros;TI;Férias;1;2022-03-07;13613.02
9598;João Miguel Cunha;Vendas;Férias;3;2020-05-10;9281.89
1569;Pietro Melo;Recursos Humanos;Problemas Pessoais;1;2023-01-20;11416.22
5578;Bianca Farias;Vendas;Problemas Pessoais;8;2022-01-02;3572.52
7377;Theo Azevedo;TI;Outros;3;2021-01-12;5538.23
6323;Bernardo Freitas;Recursos Humanos;Doença;4;2022-04-05;13170.72
6137;Fernando Lopes;Vendas;Doença;6;2023-02-19;20318.62
3370;Raul Rodrigues;TI;Licença Médica;8;2020-08-23;17518.0
5978;Thales Lima;TI;Viagem de Negocio;1;2022-05-15;19913.65
8346;Letícia Moura;Recursos Humanos;Férias;6;2022-05-19;9144.92
9686;Srta. Helena Novaes;Recursos Humanos;Outros;5;2022-01-13;5101.9
8092;Paulo Lima;TI;Licença Médica;7;2021-10-07;18639.68
1760;Sra. Sofia Mendes;Recursos Humanos;Licença Médica;2;2021-04-02;9966.9
8015;Heloísa da Luz;TI;Férias;1;2022-07-06;9274.48
5356;Pietro Vieira;Marketing;Problemas Pessoais;7;2023-04-06;4584.38
2164;Bruno Melo;TI;Férias;1;2021-10-19;14809.46
5235;João Pedro Novaes;TI;Outros;8;2022-03-14;17878.0
9777;Maria Fernanda Rocha;Recursos Humanos;Licença Médica;2;2022-12-16;16589.61
8959;Luiz Miguel da Conceição;TI;Problemas Pessoais;1;2023-08-24;16159.95
8635;Caio Moura;Vendas;Problemas Pessoais;4;2023-02-26;16748.26
8678;Vinicius Fernandes;Vendas;Doença;5;2022-11-09;19413.45
1688;Lavínia Pires;Recursos Humanos;Doença;5;2021-07-29;5691.92
8701;Luiz Miguel da Rosa;Recursos Humanos;Licença Médica;5;2022-06-04;19614.22
8478;Amanda Vieira;Vendas;Viagem de Negocio;8;2022-09-17;14460.67
4944;Sra. Maysa Peixoto;TI;Viagem de Negocio;3;2020-10-31;4430.85
2782;Lucas da Luz;Recursos Humanos;Problemas Pessoais;8;2023-02-18;9926.01
9396;Luiz Felipe Moura;Marketing;Viagem de Negocio;6;2021-05-19;7345.97
5893;Maria Clara Pires;Vendas;Férias;7;2022-11-21;20405.5
7254;Luiz Henrique Araújo;Marketing;Problemas Pessoais;4;2021-03-25;18450.95
1805;Mariana Teixeira;Marketing;Problemas Pessoais;2;2022-10-23;12482.34
4353;Srta. Stephany da Rosa;Marketing;Férias;8;2020-05-26;19817.75
4394;Eduarda Mendes;Recursos Humanos;Doença;5;2021-04-14;9039.25
2394;Maria Cecília Duarte;Vendas;Licença Médica;1;2022-12-27;10351.39
4579;Anthony Martins;Marketing;Férias;8;2020-05-26;11707.29
4483;Laís das Neves;Vendas;Problemas Pessoais;2;2021-08-18;17715.3
1741;Davi Lucas da Rocha;Marketing;Viagem de Negocio;7;2022-11-07;17172.25
1698;João Gabriel Araújo;Marketing;Viagem de Negocio;1;2022-11-10;11005.01
9241;Thales Almeida;Recursos Humanos;Licença Médica;2;2020-02-16;15053.26
9532;Guilherme Azevedo;TI;Viagem de Negocio;3;2020-11-22;12478.37
2911;Sr. Nicolas Duarte;Recursos Humanos;Problemas Pessoais;2;2023-04-12;12815.66
5584;Isabella Mendes;Marketing;Viagem de Negocio;8;2023-03-26;15234.25
3457;Raquel Rodrigues;TI;Férias;3;2023-07-15;17433.46
1062;Leonardo Nascimento;Vendas;Problemas Pessoais;5;2023-04-01;4110.87
7773;Sr. Lucas Mendes;Recursos Humanos;Problemas Pessoais;2;2021-06-20;13941.62
9821;Ana Júlia da Costa;Marketing;Férias;5;2022-05-09;10057.24
3883;Bernardo Nunes;Recursos Humanos;Viagem de Negocio;4;2020-03-28;11389.85
5467;Ana Julia Souza;Recursos Humanos;Viagem de Negocio;5;2020-01-29;5062.04
7039;Marcelo da Rosa;Recursos Humanos;Problemas Pessoais;2;2022-03-05;16477.48
4966;Sarah Viana;Marketing;Problemas Pessoais;4;2020-10-23;13457.48
9703;Dra. Olivia Barbosa;Recursos Humanos;Viagem de Negocio;7;2023-02-05;17152.24
1078;Srta. Maria Ribeiro;Vendas;Doença;1;2023-01-08;9219.67
1040;Ana Vitória Pinto;TI;Viagem de Negocio;4;2022-10-23;16852.39
9454;Srta. Alana Aragão;Vendas;Licença Médica;1;2020-03-14;11064.14
5456;Isis da Costa;TI;Problemas Pessoais;4;2021-03-10;21171.68
4465;Brenda Pires;TI;Outros;5;2023-10-31;13922.59
9144;Dr. Yago Pereira;Vendas;Outros;4;2020-08-12;12462.35
5913;Renan Lima;Vendas;Férias;3;2021-04-11;12624.32
4253;Olivia Viana;Vendas;Outros;5;2022-07-24;17250.01
2797;Sr. Daniel Barbosa;TI;Doença;8;2022-06-24;18549.21
7360;Bruna Cardoso;Vendas;Viagem de Negocio;3;2022-08-09;17739.37
5714;Lucas Gabriel Lopes;TI;Problemas Pessoais;7;2020-11-23;13528.03
4359;Carlos Eduardo Rezende;Recursos Humanos;Viagem de Negocio;6;2022-06-18;10752.91
6472;Dr. Bernardo da Mota;TI;Viagem de Negocio;6;2021-09-10;15227.44
9274;Thales Mendes;Recursos Humanos;Outros;6;2020-10-15;8127.37
1034;Samuel Silva;Vendas;Doença;4;2020-12-26;13893.2
6992;Catarina Fogaça;TI;Férias;2;2022-11-01;13790.34
5379;Yago Vieira;TI;Viagem de Negocio;7;2021-01-01;13008.07
7308;Enzo Cunha;Marketing;Viagem de Negocio;1;2022-02-07;11404.98
7729;Yago Silva;Recursos Humanos;Problemas Pessoais;5;2023-12-03;3699.33
5396;Sofia Monteiro;Vendas;Doença;4;2020-08-13;17776.25
8974;Luiz Miguel da Cruz;TI;Problemas Pessoais;6;2023-07-16;9471.01
2521;Lucca Pires;TI;Outros;6;2020-09-13;6351.97
5859;Gustavo Henrique Costa;Recursos Humanos;Viagem de Negocio;4;2021-08-14;11859.37
6332;Felipe Peixoto;Vendas;Férias;2;2020-02-15;18301.96
3801;Enzo Melo;Vendas;Problemas Pessoais;2;2021-04-25;15130.01
1697;Amanda da Mota;Marketing;Férias;2;2021-06-01;13207.66
9124;Davi Lucas Monteiro;Marketing;Doença;6;2020-11-14;18844.47
9526;Luiz Otávio Farias;Vendas;Licença Médica;4;2022-09-23;19040.65
2014;Luigi Fernandes;Recursos Humanos;Férias;5;2020-09-04;8874.17
3041;Matheus Costela;Marketing;Férias;8;2023-06-25;17286.13
2534;Ana Lívia da Rocha;Recursos Humanos;Problemas Pessoais;1;2020-11-30;16405.78
9329;Henrique Ramos;Marketing;Problemas Pessoais;7;2021-01-08;8188.58
6167;Cauã Jesus;TI;Férias;3;2021-11-21;7029.05
5866;Sra. Giovanna Moraes;Marketing;Férias;6;2022-01-24;15096.79
8093;Maitê Carvalho;Vendas;Viagem de Negocio;3;2023-02-11;15193.62
6833;Pietra Jesus;Marketing;Viagem de Negocio;3;2020-11-01;15516.65
3357;Ian da Cunha;Marketing;Licença Médica;7;2020-07-13;10497.55
9947;Pedro Miguel Rodrigues;Vendas;Férias;7;2020-02-24;18573.51
3847;Luiz Gustavo da Cruz;Recursos Humanos;Férias;6;2023-01-08;7418.13
8809;Fernanda Souza;Vendas;Licença Médica;7;2022-01-25;13562.61
1077;Breno Duarte;Recursos Humanos;Problemas Pessoais;3;2023-05-04;11390.78
6337;Emanuelly Aragão;Recursos Humanos;Viagem de Negocio;2;2020-12-27;19016.32
2975;Heloísa Barros;Marketing;Férias;2;2020-12-22;13806.04
2281;Luiz Gustavo Cardoso;Vendas;Problemas Pessoais;5;2023-01-03;4289.14
2106;Nina Freitas;Vendas;Outros;6;2020-04-05;17572.67
9038;Thiago da Cunha;Vendas;Problemas Pessoais;7;2021-07-11;8284.91
3760;Pedro Miguel Aragão;Marketing;Outros;7;2020-01-01;6668.98
7470;Samuel Barros;Marketing;Licença Médica;1;2022-08-29;20312.43
7230;Sophie da Mota;TI;Férias;4;2021-03-05;16512.24
6456;Rodrigo Sales;Vendas;Doença;5;2021-01-13;19265.76
9403;Joana Ferreira;TI;Doença;2;2023-08-26;21416.56
1150;Alana Jesus;Marketing;Viagem de Negocio;2;2021-06-14;8907.74
7180;Breno Cardoso;Recursos Humanos;Licença Médica;6;2021-01-29;15229.31
9675;Alice Novaes;Vendas;Licença Médica;6;2022-06-30;16675.15
6284;Yuri Cardoso;TI;Problemas Pessoais;7;2021-12-09;14409.35
6216;Olivia Lima;Vendas;Doença;4;2022-08-25;20116.21
9722;Cecília Ferreira;Marketing;Doença;3;2021-07-03;10878.17
6736;Pietra Moraes;TI;Licença Médica;7;2021-07-20;7699.74
7086;Melissa da Rocha;Marketing;Problemas Pessoais;5;2021-04-13;7529.69
3316;Olivia Porto;TI;Outros;5;2023-01-01;5559.6
3782;Ana Carolina Correia;TI;Licença Médica;8;2021-10-07;20898.41
8325;Kevin Dias;TI;Férias;2;2022-10-29;13133.65
1721;Heitor da Cunha;Marketing;Férias;2;2021-06-15;16099.59
1625;Maria Vitória Duarte;Vendas;Licença Médica;4;2021-04-28;21977.59
8229;Dr. Marcelo das Neves;Vendas;Doença;5;2020-09-02;6489.81
8000;Evelyn Nascimento;Marketing;Problemas Pessoais;3;2021-04-06;12512.68
7863;João Guilherme Moreira;Recursos Humanos;Férias;7;2022-09-07;13072.58
4348;João Vitor Silva;Marketing;Viagem de Negocio;1;2023-08-02;8154.52
8994;Giovanna Vieira;Marketing;Outros;5;2022-04-09;10104.55
6325;Sr. Vicente Pires;Recursos Humanos;Problemas Pessoais;7;2020-02-16;18044.38
4497;Dra. Isabella Ferreira;Marketing;Problemas Pessoais;8;2020-01-03;9305.22
7815;Sr. Pedro Miguel Pinto;Recursos Humanos;Viagem de Negocio;4;2022-09-13;13792.2
4167;Srta. Lara Carvalho;Recursos Humanos;Problemas Pessoais;3;2023-05-13;7689.32
7243;Dr. Vitor Gabriel Rezende;TI;Viagem de Negocio;1;2020-01-24;6256.84
7643;Helena das Neves;Recursos Humanos;Viagem de Negocio;4;2022-01-12;20017.88
3015;Srta. Sophia Melo;Recursos Humanos;Férias;8;2020-02-25;8273.73
8986;Sabrina Pereira;Recursos Humanos;Outros;2;2021-07-14;14948.94
9434;Anthony Martins;Vendas;Problemas Pessoais;7;2022-01-20;11934.46
5817;Maria Sophia Gonçalves;Vendas;Problemas Pessoais;2;2020-11-03;10384.11
2304;Maria Clara Almeida;TI;Férias;4;2021-03-15;7631.62
9030;Felipe Barros;TI;Licença Médica;1;2023-01-29;8858.03
9044;Emanuelly Costa;Marketing;Férias;5;2023-03-05;21283.4
9436;Thales Cunha;Marketing;Licença Médica;8;2021-01-14;17701.9
8832;João Miguel Nunes;TI;Viagem de Negocio;2;2022-06-25;20550.38
7490;Maria Sophia Lopes;Marketing;Licença Médica;2;2023-08-04;7881.64
8894;Breno Campos;Recursos Humanos;Férias;3;2020-03-15;19047.58
4711;Theo Cardoso;Recursos Humanos;Doença;2;2023-05-23;15526.11
7270;Luiza Freitas;Marketing;Outros;6;2022-09-08;16060.57
9609;Gabrielly Nogueira;TI;Doença;3;2022-06-16;21908.61
2659;Francisco Correia;Vendas;Licença Médica;7;2022-05-11;18673.88
5431;Kamilly Campos;Marketing;Viagem de Negocio;5;2021-11-02;19224.53
5398;Mariana Araújo;TI;Doença;7;2023-10-08;21676.15
7887;Paulo Barbosa;Vendas;Férias;4;2020-09-08;6828.69
2823;Mirella Correia;Vendas;Outros;2;2021-06-01;13140.08
2301;Lívia Correia;Vendas;Licença Médica;3;2021-05-20;20821.14
5869;Isadora Costela;Marketing;Outros;4;2022-01-30;21332.1
1059;João Gabriel Carvalho;Vendas;Doença;6;2022-05-29;18204.59
5954;Daniela Fernandes;Vendas;Doença;4;2021-09-23;15571.58
9001;Dr. Calebe Monteiro;Marketing;Problemas Pessoais;7;2023-10-03;7476.57
7015;Pedro Henrique Barbosa;Recursos Humanos;Doença;7;2022-03-29;6785.93
5066;Ryan Araújo;TI;Licença Médica;6;2021-07-17;5908.28
8979;Clara Vieira;Vendas;Doença;8;2021-09-28;19318.96
4923;Lucas Gabriel da Mota;TI;Viagem de Negocio;7;2022-04-18;20232.82
