id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
3443;Leandro Farias;Vendas;Doença;1;2023-09-17;11129.47
4425;Srta. Sabrina Pires;Marketing;Problemas Pessoais;1;2022-06-10;12449.44
5680;Emanuel Rocha;Marketing;Outros;3;2022-03-09;8523.01
1919;Fernando da Mata;Recursos Humanos;Viagem de Negocio;3;2022-12-09;16581.78
7283;Isadora Freitas;TI;Doença;1;2020-08-11;3196.31
2370;Srta. Juliana Nascimento;Recursos Humanos;Licença Médica;8;2021-01-30;6882.3
9778;Pietra Novaes;Marketing;Outros;3;2020-08-26;6554.02
6886;Mariana da Cruz;TI;Problemas Pessoais;8;2020-04-06;18140.05
9611;Raul Nascimento;Vendas;Doença;2;2022-03-03;3086.2
9745;Ana Costa;TI;Licença Médica;1;2023-01-12;7444.4
9228;Marcelo Monteiro;Vendas;Licença Médica;4;2021-07-12;10495.22
2119;Luiz Fernando Cavalcanti;TI;Outros;3;2023-02-17;5223.91
8363;Maria Luiza Cardoso;Marketing;Licença Médica;3;2022-04-14;3629.69
1685;Lara da Costa;TI;Licença Médica;8;2021-08-16;5839.52
3623;Alexia Farias;Vendas;Outros;6;2023-10-09;5165.02
6294;Isadora Cardoso;Marketing;Doença;5;2021-06-19;9192.35
1217;Gabrielly Rocha;Marketing;Viagem de Negocio;2;2022-08-16;18078.79
6709;Raul Nogueira;TI;Férias;2;2020-08-14;18697.4
3083;Anthony Farias;Marketing;Viagem de Negocio;7;2021-01-14;3779.48
4228;Kaique Pinto;Recursos Humanos;Outros;1;2022-02-11;21702.4
5795;João Gabriel Moraes;TI;Férias;8;2021-02-23;13162.15
1423;Sr. Bryan Moura;Marketing;Problemas Pessoais;7;2021-07-29;21704.52
9542;Stephany Moreira;Marketing;Outros;2;2020-08-02;19086.35
9986;Ana Beatriz Fogaça;Recursos Humanos;Férias;2;2023-04-20;16216.22
1594;Yasmin Pires;Marketing;Férias;1;2023-04-14;21864.95
7535;Benício Rodrigues;Recursos Humanos;Viagem de Negocio;3;2021-10-29;20818.11
5199;Eduarda Cardoso;Marketing;Outros;4;2023-08-18;16999.41
5849;Diego Cavalcanti;TI;Outros;4;2021-04-11;6555.25
4766;Giovanna Viana;TI;Viagem de Negocio;5;2023-08-06;10020.97
8242;Carolina Nogueira;TI;Outros;6;2020-02-04;5729.84
9189;Mariane Cardoso;TI;Viagem de Negocio;8;2020-02-19;11223.23
8754;Sra. Nina Caldeira;Vendas;Outros;5;2021-07-07;19091.93
2747;Francisco Caldeira;Marketing;Doença;2;2020-09-10;21284.51
1355;Dra. Maria Sophia da Cunha;Recursos Humanos;Viagem de Negocio;1;2023-06-10;14272.01
9850;Levi da Mata;TI;Outros;5;2022-09-22;6549.25
6937;Luiza Costela;Vendas;Problemas Pessoais;4;2022-02-17;8530.18
9814;Srta. Catarina da Mata;Marketing;Doença;2;2021-03-18;10584.61
6046;Milena Carvalho;Recursos Humanos;Licença Médica;5;2023-05-20;13106.16
6358;Maria Alice Barros;Marketing;Problemas Pessoais;1;2021-11-29;20285.01
6076;Sra. Lavínia Vieira;TI;Viagem de Negocio;5;2021-04-28;11712.74
8554;Enzo Gabriel Alves;Recursos Humanos;Férias;3;2021-12-28;19761.79
4043;Felipe Silveira;Marketing;Doença;4;2021-12-06;18561.28
4569;Luiz Gustavo da Luz;TI;Problemas Pessoais;2;2023-04-26;20829.68
8167;Srta. Catarina Oliveira;Recursos Humanos;Viagem de Negocio;5;2021-07-15;3189.05
4131;Milena da Luz;TI;Doença;7;2021-06-04;6629.02
2794;Ana Vitória Melo;Marketing;Outros;5;2023-05-30;10303.51
7132;Diogo Gonçalves;Recursos Humanos;Problemas Pessoais;4;2023-04-23;13521.81
1110;João Miguel Peixoto;Recursos Humanos;Outros;6;2021-08-18;19302.54
9202;Dra. Marina Pereira;Vendas;Outros;4;2021-08-17;12892.27
6270;Sabrina Viana;Marketing;Problemas Pessoais;5;2023-08-07;19522.63
7460;Dr. Eduardo Fogaça;Recursos Humanos;Problemas Pessoais;1;2020-09-04;9895.19
5364;Stella Rocha;Recursos Humanos;Férias;7;2020-12-02;7530.31
7185;Luna Gomes;Recursos Humanos;Outros;1;2022-07-15;9340.99
8594;Alice Costela;Marketing;Outros;5;2022-12-21;20776.04
9134;Melissa Moura;TI;Férias;4;2022-12-10;7099.77
4273;Isabella da Cruz;Marketing;Outros;2;2023-09-27;10433.5
7995;Luana da Rosa;TI;Outros;7;2022-01-26;14694.09
9350;Julia da Conceição;Vendas;Doença;4;2020-04-26;14819.94
8754;Davi Luiz Duarte;Vendas;Outros;3;2021-11-22;4925.7
5179;Luiz Felipe Martins;Recursos Humanos;Viagem de Negocio;1;2023-09-02;16526.82
6197;Enrico da Cunha;Vendas;Problemas Pessoais;2;2022-10-09;17956.17
3713;Yasmin Barros;TI;Doença;6;2021-07-07;7658.2
8596;Alana Lopes;Recursos Humanos;Licença Médica;7;2023-04-13;20267.81
2655;Srta. Clarice Nunes;Recursos Humanos;Férias;4;2023-11-22;14810.47
4344;Catarina Sales;Vendas;Outros;8;2023-11-20;13735.31
5561;Dr. Luiz Gustavo Nogueira;TI;Outros;6;2021-03-04;21095.18
4119;Ana Julia da Rocha;Vendas;Férias;3;2020-08-27;16064.38
