id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
1117;Isabella Cardoso;Vendas;Problemas Pessoais;1;2023-09-01;20304.38
1859;Pedro Miguel Fogaça;Vendas;Problemas Pessoais;5;2022-02-03;9884.78
8873;Maria Julia Souza;Vendas;Doença;6;2021-07-21;21225.42
5563;Larissa Pereira;Recursos Humanos;Outros;5;2023-04-12;4804.73
3539;Dr. Gabriel Lima;TI;Outros;8;2022-07-27;9345.44
3897;Maysa Santos;Marketing;Doença;6;2022-04-04;10870.53
5145;Luna Monteiro;Recursos Humanos;Viagem de Negocio;1;2021-10-12;19034.97
1772;Anthony da Mota;Recursos Humanos;Outros;1;2020-06-21;9280.2
5194;João Cardoso;Marketing;Férias;4;2023-10-25;19647.13
9069;Maria Julia Silveira;Recursos Humanos;Outros;1;2022-02-05;21165.28
5304;Sr. Emanuel Novaes;Recursos Humanos;Licença Médica;2;2022-01-12;20880.5
3301;Heitor da Conceição;Marketing;Licença Médica;4;2020-07-30;6523.67
1727;Davi Cardoso;Marketing;Viagem de Negocio;6;2020-04-28;19836.84
5163;Otávio da Luz;Recursos Humanos;Doença;5;2021-03-01;21834.26
5047;Bernardo Porto;Vendas;Doença;2;2020-03-19;8154.86
9346;Eduarda Fernandes;Marketing;Outros;2;2020-02-14;14166.81
3329;Ana da Costa;TI;Férias;2;2023-02-06;6052.09
6229;Francisco Castro;TI;Doença;3;2023-11-17;14924.51
5916;Francisco da Luz;TI;Viagem de Negocio;8;2021-03-10;10741.23
4894;Sr. Marcelo da Cunha;Vendas;Outros;8;2022-06-12;17550.12
3451;Mariana da Rosa;Vendas;Férias;8;2020-01-14;8456.72
4652;Ana Sophia Fernandes;Recursos Humanos;Outros;4;2021-03-29;4776.43
7988;Sr. Luiz Henrique Ribeiro;Recursos Humanos;Férias;5;2022-09-20;8243.64
8912;Esther Freitas;TI;Férias;4;2020-07-08;7271.49
5827;Gustavo da Rocha;Recursos Humanos;Problemas Pessoais;7;2023-11-23;6815.07
5607;Srta. Elisa Correia;Vendas;Licença Médica;5;2023-09-02;3764.85
2327;João Rocha;Recursos Humanos;Problemas Pessoais;3;2022-07-16;9078.68
8678;Dra. Caroline Barbosa;Recursos Humanos;Doença;2;2020-01-16;16195.89
4379;Sr. Juan da Rosa;Recursos Humanos;Férias;5;2023-07-12;15110.01
9174;Brenda da Mota;Marketing;Outros;2;2020-08-13;5154.86
7348;Luna da Luz;TI;Férias;6;2023-03-30;5382.84
7300;Theo Barbosa;Vendas;Problemas Pessoais;7;2021-07-06;5609.37
7190;Isabel Porto;Marketing;Viagem de Negocio;1;2022-12-29;10382.21
2404;Sr. Enzo Carvalho;Marketing;Licença Médica;5;2020-09-09;20701.8
8939;Enzo Costela;TI;Férias;7;2023-09-24;12535.15
4989;Srta. Clarice Porto;TI;Problemas Pessoais;2;2021-10-16;12533.39
6300;Francisco Moura;Vendas;Viagem de Negocio;4;2020-05-09;20567.41
5234;Dr. Benício Aragão;Marketing;Doença;5;2021-02-24;19916.99
4693;Maria Fernanda Costa;Vendas;Outros;3;2021-02-05;19147.88
7008;Dr. Emanuel Novaes;TI;Licença Médica;1;2021-01-13;4153.07
1672;Luigi das Neves;Recursos Humanos;Férias;2;2023-07-22;19392.49
8507;Isadora Ribeiro;TI;Doença;6;2022-09-02;14029.74
6588;Erick Ribeiro;Marketing;Problemas Pessoais;2;2021-08-03;7186.56
7637;Sr. Luiz Fernando da Paz;Recursos Humanos;Licença Médica;8;2022-03-05;8994.98
5089;Vitória Gonçalves;TI;Outros;4;2021-10-26;5078.67
2074;Isis Moraes;Marketing;Doença;4;2022-05-30;11793.11
2685;Dra. Rebeca Silveira;Recursos Humanos;Férias;7;2021-07-07;3278.55
3227;Cauã Rodrigues;Marketing;Outros;2;2022-04-06;17650.44
7049;Bruna Nascimento;Marketing;Doença;2;2022-04-03;18124.73
9427;Sr. Benício Martins;Recursos Humanos;Licença Médica;6;2021-03-15;6188.31
2680;Marcos Vinicius Cavalcanti;Recursos Humanos;Férias;6;2023-01-19;7324.17
6874;Luna Alves;Marketing;Viagem de Negocio;8;2023-02-14;6058.49
2091;Bryan Duarte;Vendas;Férias;1;2021-05-29;7137.66
7493;Diego Cardoso;TI;Licença Médica;6;2023-02-01;8138.35
2694;Gustavo Henrique Silva;Vendas;Viagem de Negocio;3;2022-04-05;8998.29
2756;Valentina Fogaça;TI;Doença;4;2022-12-23;15707.95
7689;Juan Porto;Marketing;Licença Médica;7;2020-10-11;7559.63
7554;Evelyn Barbosa;Recursos Humanos;Doença;1;2022-06-01;10330.92
3987;Carlos Eduardo Melo;Vendas;Outros;2;2023-04-09;13653.03
9798;Marina Almeida;TI;Viagem de Negocio;2;2020-11-07;3671.03
9469;Raul Ramos;Vendas;Licença Médica;1;2022-05-23;15369.31
5448;Yago Ferreira;Marketing;Problemas Pessoais;6;2023-09-26;12386.16
7151;Lucas Moreira;TI;Doença;6;2020-02-27;15240.56
7440;João Miguel Gonçalves;Marketing;Outros;8;2022-09-05;12945.53
3457;Raquel Viana;Recursos Humanos;Problemas Pessoais;7;2022-09-04;15765.85
