id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
6535;Igor Gomes;Recursos Humanos;Doença;7;2021-05-23;20963.17
2588;Pietro da Rosa;Recursos Humanos;Licença Médica;5;2023-04-30;10777.52
5036;Pedro Henrique Gonçalves;TI;Férias;3;2021-06-11;17861.28
6544;Sra. Sabrina da Rosa;Marketing;Doença;3;2020-01-25;14022.17
4052;Bruno Caldeira;Vendas;Licença Médica;7;2023-04-25;5369.31
6412;Fernando Barros;Vendas;Problemas Pessoais;2;2021-05-31;3688.5
5042;Guilherme da Rosa;Marketing;Férias;8;2022-08-04;12013.53
9173;Dra. Stephany Araújo;Marketing;Outros;8;2020-12-03;18175.12
8196;Natália da Luz;Marketing;Outros;4;2022-10-06;10857.51
3080;Samuel Souza;Marketing;Licença Médica;4;2023-01-13;6397.45
8418;Beatriz da Cruz;Marketing;Doença;8;2020-12-31;4493.16
9087;Sr. Kevin Nascimento;Recursos Humanos;Problemas Pessoais;8;2021-07-02;5123.24
9250;Vicente Peixoto;TI;Doença;5;2022-09-16;13130.34
6048;Beatriz Silva;Recursos Humanos;Licença Médica;6;2021-08-20;18635.82
7577;Davi Luiz Ferreira;Marketing;Outros;7;2023-09-18;11553.18
9655;Bárbara Ramos;Marketing;Férias;8;2023-05-04;21915.56
2122;Diogo Porto;Recursos Humanos;Férias;8;2021-05-26;9615.77
6481;Gabrielly Peixoto;Vendas;Férias;6;2023-06-27;14101.14
2530;Ana Fogaça;Vendas;Viagem de Negocio;7;2022-09-29;21425.14
2056;Fernando da Costa;TI;Férias;2;2020-01-04;13187.1
9719;Maria Fernanda Porto;TI;Doença;6;2023-08-10;3816.7
9476;Davi Lucas da Mata;Marketing;Outros;7;2022-10-05;13607.36
9504;Giovanna Araújo;Marketing;Doença;8;2020-03-07;13993.23
7817;Ryan Correia;Vendas;Problemas Pessoais;2;2021-07-21;9917.09
8545;Alícia da Costa;TI;Licença Médica;5;2022-11-13;18980.29
4625;Dr. Theo Moura;Recursos Humanos;Problemas Pessoais;5;2022-03-14;5117.21
5567;Dr. Kaique da Mota;Vendas;Viagem de Negocio;8;2021-05-17;7638.71
7842;Pietro Aragão;Recursos Humanos;Viagem de Negocio;3;2023-11-22;9082.17
1475;Luiz Gustavo Viana;Recursos Humanos;Problemas Pessoais;6;2023-10-02;15294.45
5448;Dra. Carolina Lopes;Marketing;Doença;1;2020-10-24;6756.34
1981;Cauê Souza;TI;Outros;5;2023-11-20;15962.44
8778;Isabella Duarte;Recursos Humanos;Problemas Pessoais;2;2022-08-17;21627.09
3534;Sra. Ana Vitória Moraes;Vendas;Férias;5;2020-05-29;14679.97
1446;Antônio Souza;Recursos Humanos;Férias;8;2022-09-19;8662.22
9818;Diogo Cardoso;Vendas;Problemas Pessoais;6;2023-05-24;21179.45
9661;Sophie Sales;Marketing;Viagem de Negocio;4;2023-10-20;16552.4
6001;Pedro Lucas da Luz;TI;Outros;4;2020-01-26;15917.08
8242;Emanuella Moreira;Marketing;Problemas Pessoais;7;2021-07-16;7026.35
7264;Sr. Gabriel da Cruz;TI;Problemas Pessoais;5;2021-09-22;19135.52
1168;Ana Luiza Jesus;Recursos Humanos;Doença;8;2023-03-11;18018.34
2129;Ana Sophia das Neves;Recursos Humanos;Férias;8;2020-08-16;10777.87
4132;Luiz Otávio Correia;TI;Licença Médica;1;2021-01-20;10091.52
7803;João Pinto;Vendas;Outros;7;2023-11-06;20033.26
6132;Dr. Emanuel Rezende;Marketing;Outros;3;2022-10-24;19477.61
8559;Nicole Porto;Recursos Humanos;Férias;4;2023-05-19;15163.46
2894;Manuela da Mota;Recursos Humanos;Viagem de Negocio;5;2022-12-16;10885.05
9220;João Vitor Novaes;Marketing;Viagem de Negocio;6;2021-10-27;11971.72
8441;Srta. Ana Clara Barbosa;Marketing;Licença Médica;7;2023-01-29;19202.07
8148;Dr. Kevin Moura;Vendas;Doença;4;2021-08-20;9942.19
1964;Alice da Paz;Recursos Humanos;Doença;8;2020-12-08;19325.31
2628;Pietro Moura;Vendas;Viagem de Negocio;6;2023-05-12;12311.66
2056;Catarina da Luz;TI;Viagem de Negocio;3;2021-10-16;3784.19
7545;Miguel Silveira;TI;Doença;6;2022-03-17;16127.85
8330;Luana Carvalho;TI;Doença;3;2021-05-14;13924.96
7481;Sr. Augusto Pinto;Recursos Humanos;Doença;4;2021-05-22;20284.33
5217;Gabrielly Cardoso;Marketing;Doença;4;2022-07-09;9985.43
1413;Dra. Clara Nunes;Recursos Humanos;Férias;1;2021-09-06;16301.3
8744;João Gabriel Teixeira;Vendas;Doença;5;2023-04-23;16280.92
1154;Fernando da Costa;Vendas;Outros;7;2022-01-12;8388.21
8348;Davi Luiz da Paz;Recursos Humanos;Férias;1;2022-07-10;21463.08
6363;Emanuella Moura;Vendas;Doença;1;2023-05-23;8010.13
3101;Bryan Rodrigues;TI;Outros;1;2020-05-05;14922.04
2668;Eduardo Campos;Recursos Humanos;Doença;2;2023-05-22;17844.61
5976;Nicole Sales;Vendas;Doença;6;2020-12-27;10979.81
2560;Dr. Luiz Felipe Rocha;TI;Outros;7;2023-05-22;20541.41
6441;Fernanda Aragão;Recursos Humanos;Férias;4;2022-05-01;20161.89
3498;Agatha da Cruz;Marketing;Férias;3;2021-12-26;21476.86
5667;Maria da Conceição;TI;Viagem de Negocio;6;2020-07-12;17434.0
4189;Daniel Araújo;Vendas;Licença Médica;1;2023-06-29;10193.32
8526;Dra. Letícia Porto;Marketing;Outros;5;2023-08-18;3349.99
7780;Sarah Cavalcanti;Marketing;Férias;6;2021-11-20;14983.4
2674;Cecília Moreira;Marketing;Problemas Pessoais;5;2022-07-06;21812.93
7078;Dr. Lucas Viana;Marketing;Outros;7;2022-11-20;6738.55
3976;Alexandre Nogueira;Marketing;Férias;7;2021-03-21;3284.45
7934;Marcelo Nogueira;Marketing;Licença Médica;7;2022-07-07;12222.64
5149;Maria Cecília das Neves;Marketing;Viagem de Negocio;1;2022-02-14;6700.77
9577;Maria Cecília da Conceição;TI;Doença;3;2021-09-03;6947.13
1886;Ana Lívia Santos;TI;Doença;8;2021-10-13;3834.53
6271;Lara Silveira;Vendas;Viagem de Negocio;4;2023-12-04;3605.2
8811;Guilherme Rezende;TI;Problemas Pessoais;7;2021-06-25;11913.57
9536;Natália Nascimento;Recursos Humanos;Outros;7;2022-11-07;20396.04
3375;Maria Fernanda da Rosa;TI;Doença;6;2020-11-16;17874.31
4039;Enzo Alves;Recursos Humanos;Licença Médica;3;2020-04-01;9124.65
4735;Ian Melo;Recursos Humanos;Férias;1;2023-04-10;9533.18
3944;Arthur Alves;Marketing;Licença Médica;6;2020-07-31;12337.83
6930;Luiz Otávio Moraes;Recursos Humanos;Licença Médica;5;2021-09-05;9847.77
9147;João Pires;Marketing;Licença Médica;2;2020-02-05;17760.11
3225;Theo Oliveira;Recursos Humanos;Problemas Pessoais;4;2023-07-24;7670.78
1865;Levi Barros;TI;Licença Médica;6;2022-07-29;17557.27
8162;Letícia Monteiro;TI;Doença;5;2023-01-08;14614.62
7463;Sr. Miguel Almeida;Recursos Humanos;Férias;7;2023-04-09;12482.29
6945;Luana Teixeira;Recursos Humanos;Viagem de Negocio;5;2023-04-30;6899.08
9570;Pedro Lucas da Rocha;Vendas;Doença;4;2022-07-08;9277.07
2023;Henrique Mendes;Vendas;Problemas Pessoais;5;2021-01-15;10457.29
6208;Luiz Otávio Castro;Recursos Humanos;Férias;7;2022-04-05;7159.73
4855;Larissa Castro;TI;Férias;5;2021-05-18;17163.58
9419;Nicolas Nogueira;Marketing;Licença Médica;6;2021-09-21;11795.04
8320;Srta. Nina Rezende;Marketing;Doença;6;2023-05-03;18810.76
6377;Maria Cecília Pereira;Marketing;Doença;1;2021-06-05;19040.85
7447;Leandro Teixeira;Marketing;Doença;8;2021-04-26;6863.76
6190;Diogo da Cruz;Recursos Humanos;Licença Médica;2;2020-04-04;17522.09
8133;Isabella da Costa;Vendas;Férias;1;2023-10-27;8154.88
5548;Sra. Stella Monteiro;Recursos Humanos;Outros;1;2022-02-13;4371.13
8498;Fernanda Nogueira;Marketing;Doença;1;2020-12-10;3124.26
8532;Ana Júlia da Rosa;TI;Outros;2;2022-12-21;7166.39
1556;Sabrina Fogaça;TI;Viagem de Negocio;8;2021-10-19;18296.27
7358;Sr. Rafael Pinto;Vendas;Outros;4;2022-06-17;10909.52
3442;Yago Fernandes;TI;Doença;2;2022-02-08;19057.74
1990;Sr. Caio Campos;Vendas;Viagem de Negocio;4;2022-05-01;20511.34
3476;Isaac Duarte;TI;Problemas Pessoais;6;2023-08-14;13001.78
1733;Maria Eduarda Monteiro;Marketing;Doença;4;2022-07-10;11807.24
5151;Heloísa da Conceição;Vendas;Doença;4;2023-11-25;12684.17
