id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
9625;Carlos Eduardo Cavalcanti;TI;Problemas Pessoais;3;2021-02-05;4252.12
4336;Alice Cardoso;Recursos Humanos;Doença;8;2020-07-24;10343.18
8044;Luiz Felipe Dias;Vendas;Doença;4;2021-11-16;11141.53
7898;Joana Santos;Recursos Humanos;Doença;8;2023-09-08;20317.97
6672;Sophia Rocha;Vendas;Férias;6;2021-05-23;16024.63
8959;Marcos Vinicius Cavalcanti;Vendas;Férias;1;2020-11-21;4463.73
6935;Rodrigo da Conceição;TI;Viagem de Negocio;6;2023-11-12;3879.39
2590;Ana Vitória Moreira;Recursos Humanos;Licença Médica;5;2021-02-04;13771.29
2849;Dra. Kamilly Castro;Recursos Humanos;Doença;1;2022-11-22;8057.3
1606;Cecília Moraes;Recursos Humanos;Doença;2;2023-12-06;15699.81
1208;Rebeca Ferreira;Recursos Humanos;Problemas Pessoais;2;2023-05-16;8789.53
3397;Fernando Duarte;Recursos Humanos;Licença Médica;4;2022-12-21;14653.16
6630;Dr. Leandro Vieira;TI;Outros;5;2020-01-26;6641.23
5467;Sophia Campos;TI;Licença Médica;2;2021-12-16;11991.03
3217;Diogo Lima;TI;Férias;3;2023-11-20;14337.13
8125;Eduarda das Neves;Recursos Humanos;Doença;2;2022-03-26;19701.77
2043;Alexandre Fogaça;Vendas;Problemas Pessoais;5;2020-02-27;14637.12
7413;Sr. Emanuel Pires;Vendas;Outros;1;2022-02-07;10639.3
7275;Letícia Ramos;TI;Férias;3;2021-01-10;18268.96
5942;Evelyn Alves;Marketing;Férias;2;2021-08-15;19685.07
2445;Nicole Ramos;TI;Outros;5;2021-09-05;20844.1
4609;Bianca Peixoto;Vendas;Problemas Pessoais;6;2020-06-21;10200.45
9234;Heloísa Fogaça;Marketing;Outros;7;2020-05-11;21465.34
4248;Sra. Manuela Costela;Marketing;Férias;3;2020-07-19;5745.19
6807;Isabel Melo;Marketing;Viagem de Negocio;3;2021-07-20;5574.08
1632;Gabriel Silva;Vendas;Viagem de Negocio;6;2022-04-09;13351.71
7294;Brenda Nogueira;Vendas;Férias;4;2021-02-17;17283.86
3805;Dra. Bárbara Campos;TI;Doença;2;2020-06-12;15814.68
2338;Bryan Souza;Marketing;Problemas Pessoais;1;2021-09-26;7040.24
9729;Dr. Thiago Barbosa;Marketing;Outros;3;2021-05-30;3366.43
4612;André Moreira;Recursos Humanos;Problemas Pessoais;4;2021-06-23;7254.12
9351;Dra. Laís da Rosa;Vendas;Problemas Pessoais;2;2020-05-30;21388.53
4765;Amanda Cardoso;Vendas;Doença;5;2020-02-29;3856.76
5105;Bryan Santos;TI;Viagem de Negocio;2;2023-07-02;16666.7
2126;Sra. Emanuelly da Mota;Recursos Humanos;Viagem de Negocio;5;2022-07-15;10337.2
6264;Sr. Luigi Barbosa;Marketing;Licença Médica;5;2020-07-23;16659.9
8271;Srta. Lara Pereira;TI;Viagem de Negocio;5;2023-06-30;5356.33
1545;Sra. Maria Luiza Correia;TI;Licença Médica;6;2021-07-02;21444.28
2755;Yuri Ribeiro;Vendas;Problemas Pessoais;7;2023-03-09;19430.31
3916;Srta. Lavínia da Luz;Vendas;Outros;4;2020-12-20;8674.31
8266;Eduarda Correia;Marketing;Licença Médica;6;2022-04-25;14602.87
7380;Isabelly Rodrigues;Recursos Humanos;Viagem de Negocio;2;2022-08-25;19361.39
9136;Felipe Alves;Vendas;Viagem de Negocio;5;2020-11-25;12903.89
