id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
1041;Fernando Melo;TI;Viagem de Negocio;8;2023-10-26;20466.09
2822;Sr. Nicolas Cardoso;TI;Viagem de Negocio;2;2022-04-16;13896.06
1256;Sr. Davi Luiz Gonçalves;TI;Férias;3;2022-11-02;12671.42
7525;Sra. Bianca Cardoso;Marketing;Férias;8;2023-08-13;7654.34
3253;Dr. Matheus Cardoso;TI;Outros;1;2022-10-18;6270.61
6707;Sabrina Gonçalves;Vendas;Licença Médica;1;2020-01-24;5393.02
2736;Mariana Monteiro;Marketing;Licença Médica;2;2021-12-30;6786.41
3494;Rodrigo Rocha;Marketing;Licença Médica;4;2021-07-06;18938.64
2309;Carolina Pires;Marketing;Licença Médica;8;2020-06-23;19751.84
2025;Kamilly da Luz;Marketing;Férias;7;2023-07-03;3142.44
7021;Sr. Cauã Caldeira;Marketing;Viagem de Negocio;1;2022-07-07;15299.07
3064;Carlos Eduardo da Costa;TI;Problemas Pessoais;6;2023-10-18;8666.78
6642;Catarina Costa;Recursos Humanos;Viagem de Negocio;7;2022-08-07;18523.56
1745;Caroline Teixeira;Marketing;Férias;6;2020-03-31;8288.94
8836;Dra. Ana Sophia da Conceição;Recursos Humanos;Férias;6;2021-09-10;11523.94
6717;Vinicius da Luz;TI;Viagem de Negocio;6;2021-02-20;20013.27
5729;Eloah Barros;Marketing;Doença;1;2023-08-07;5133.31
3644;Luana Lima;Marketing;Problemas Pessoais;8;2021-03-01;17907.53
3384;Dra. Luna Peixoto;Marketing;Outros;8;2023-10-22;13359.52
4879;Ana Vitória Carvalho;Vendas;Férias;1;2022-06-20;6821.75
7495;Vitor Gabriel Viana;TI;Outros;5;2021-01-03;9186.79
6444;Gabrielly Cardoso;Recursos Humanos;Licença Médica;7;2022-08-22;10911.28
6760;Augusto Carvalho;Recursos Humanos;Problemas Pessoais;3;2021-11-19;13776.23
1849;Srta. Isabella Barros;Vendas;Problemas Pessoais;5;2021-07-04;21435.11
6290;Samuel Campos;Vendas;Licença Médica;3;2022-12-31;12219.96
7890;Eduarda Araújo;Marketing;Doença;3;2020-09-25;9906.82
9198;Dra. Luiza Alves;TI;Outros;7;2023-11-27;10826.44
8969;Dr. Pedro Castro;Recursos Humanos;Problemas Pessoais;5;2021-06-24;14401.45
2793;Noah Barbosa;Marketing;Doença;8;2022-08-27;4018.72
8415;Davi Lucas Viana;TI;Licença Médica;8;2023-08-26;8862.38
3055;Srta. Luna Lima;Vendas;Viagem de Negocio;5;2022-02-22;6130.57
9627;Pedro Miguel Gonçalves;Recursos Humanos;Viagem de Negocio;3;2021-11-24;9176.87
4653;Clarice Pinto;Marketing;Outros;7;2021-03-25;12981.4
3175;Natália Azevedo;Recursos Humanos;Outros;8;2022-09-11;19125.75
1686;Dr. Felipe Sales;Recursos Humanos;Viagem de Negocio;7;2022-01-23;11284.8
1835;Augusto Castro;Vendas;Doença;3;2021-10-16;3359.99
6559;Daniel Farias;Recursos Humanos;Viagem de Negocio;7;2023-04-18;11811.7
2822;Ana Vitória Azevedo;TI;Problemas Pessoais;1;2020-03-31;14466.5
7383;Isaac Almeida;Recursos Humanos;Viagem de Negocio;3;2021-03-01;10335.09
6184;Juliana Monteiro;Recursos Humanos;Outros;8;2022-01-03;6089.46
7261;Dr. Pietro Moraes;Recursos Humanos;Viagem de Negocio;2;2021-07-10;20773.54
6471;Evelyn Barbosa;Marketing;Problemas Pessoais;6;2021-06-12;15489.97
8939;Lorena Ramos;Recursos Humanos;Doença;1;2022-01-10;9313.4
2085;Clara Mendes;TI;Férias;7;2023-01-19;4815.65
4898;Davi Luiz Rodrigues;Recursos Humanos;Problemas Pessoais;6;2023-10-29;21571.84
6058;Lorenzo Rezende;TI;Problemas Pessoais;7;2023-08-16;12375.25
7259;Luana Silva;Recursos Humanos;Doença;7;2022-12-27;20254.78
7609;Nina Costa;Marketing;Problemas Pessoais;1;2021-09-26;18233.01
