id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
2426;Guilherme Monteiro;TI;Licença Médica;3;2021-03-20;12866.09
1959;Sofia Silva;Recursos Humanos;Licença Médica;2;2021-04-23;5840.34
2575;Dr. Caio Viana;Marketing;Outros;3;2021-04-01;11795.09
3664;André da Cruz;Recursos Humanos;Licença Médica;4;2023-05-10;10924.79
3724;Dr. Gustavo Henrique da Paz;TI;Licença Médica;5;2021-07-14;20747.83
1889;Samuel Azevedo;Marketing;Licença Médica;4;2022-02-13;18603.97
6798;Joana Silva;Marketing;Problemas Pessoais;4;2023-03-06;8845.14
3141;Dr. Emanuel Pires;TI;Doença;4;2022-07-23;15948.16
2350;Luiz Otávio Alves;Vendas;Doença;7;2022-10-18;21592.48
5949;Juan Costela;Marketing;Outros;5;2023-07-29;3303.7
8687;Alexia Silva;Recursos Humanos;Problemas Pessoais;8;2022-12-11;10166.77
6104;Enzo Gabriel Almeida;TI;Problemas Pessoais;5;2020-04-22;12654.39
5791;Pietro Monteiro;Marketing;Férias;2;2020-10-16;20049.57
6484;Sr. Thomas Silva;TI;Problemas Pessoais;2;2020-06-17;8571.07
6854;Davi Lucca Correia;Vendas;Problemas Pessoais;1;2020-10-04;13237.35
9513;Vitor Lopes;Marketing;Férias;6;2023-09-01;20296.04
1457;Enzo Gabriel Aragão;Vendas;Viagem de Negocio;5;2021-03-14;7153.55
5618;Emanuelly Vieira;Recursos Humanos;Viagem de Negocio;8;2023-01-20;21933.65
3613;Davi Luiz Sales;Marketing;Licença Médica;7;2021-08-17;20212.82
6086;Carlos Eduardo Barbosa;TI;Licença Médica;2;2020-11-15;21254.57
7233;Pietro Fernandes;Recursos Humanos;Problemas Pessoais;3;2020-09-26;16352.04
5965;Stella Porto;TI;Outros;8;2023-01-17;8450.2
8236;Nina Dias;TI;Doença;6;2021-06-05;3918.55
7536;Melissa da Rosa;TI;Doença;6;2021-06-03;12512.38
8389;Dr. Nicolas Novaes;Recursos Humanos;Férias;5;2021-09-10;5095.39
3973;Giovanna Monteiro;TI;Viagem de Negocio;1;2022-10-20;3830.24
9332;Joaquim Costa;Vendas;Problemas Pessoais;7;2021-09-11;12770.29
5354;Sra. Sarah Cardoso;Recursos Humanos;Outros;7;2021-11-07;4061.9
6337;Luiz Felipe Carvalho;Vendas;Licença Médica;8;2022-10-06;10685.34
4272;Maria Vitória da Luz;Recursos Humanos;Viagem de Negocio;4;2022-05-15;11464.18
8777;Isabelly da Rosa;Marketing;Problemas Pessoais;6;2023-02-23;6186.64
4426;Vitória Fogaça;TI;Doença;2;2020-12-08;3397.93
4536;Sra. Lívia Melo;Vendas;Problemas Pessoais;2;2021-09-08;7037.01
1726;Maria Alice Jesus;Vendas;Doença;5;2022-04-25;20192.19
5192;Joaquim da Rosa;Recursos Humanos;Licença Médica;4;2020-11-03;15413.14
1985;Henrique Cardoso;Vendas;Férias;7;2022-04-28;8640.05
9916;Pedro Lucas Caldeira;Vendas;Licença Médica;2;2020-11-29;18373.76
6218;Sarah Sales;Marketing;Viagem de Negocio;3;2022-05-09;16480.65
6580;Natália Cardoso;Marketing;Férias;8;2020-08-07;13554.75
7880;Raquel da Rosa;Marketing;Doença;1;2022-04-14;16970.34
2961;Heitor Silva;TI;Licença Médica;5;2020-05-10;14976.74
2906;Pedro Lucas Cunha;TI;Férias;2;2023-11-01;5187.56
4123;Pedro Lucas Peixoto;Marketing;Férias;8;2021-09-15;16240.21
7644;Daniela da Rosa;Recursos Humanos;Férias;5;2023-10-07;17203.41
7707;Larissa Gomes;TI;Licença Médica;8;2021-11-01;13128.44
6735;Dr. Luiz Gustavo Novaes;Marketing;Doença;8;2021-06-16;10463.71
9265;Vitória Cardoso;Vendas;Problemas Pessoais;4;2023-02-02;18450.01
7742;Thomas Ramos;Vendas;Viagem de Negocio;7;2022-02-28;19424.44
7548;Luiz Otávio Pinto;Marketing;Licença Médica;8;2021-11-23;10772.85
8987;Srta. Catarina Lima;Marketing;Doença;3;2021-03-03;5372.33
6067;Pietra Souza;TI;Férias;3;2020-09-08;18575.46
6052;Lucca Nunes;TI;Licença Médica;3;2021-09-10;15429.68
5644;Juan Pires;Marketing;Viagem de Negocio;4;2022-06-04;16680.94
9506;Helena da Luz;Vendas;Licença Médica;4;2020-08-27;7514.9
4714;Kamilly Cunha;Recursos Humanos;Férias;3;2023-07-25;14333.32
3112;Sra. Manuela Pinto;Vendas;Viagem de Negocio;1;2021-02-26;3387.74
8892;Gustavo Henrique Porto;TI;Doença;3;2021-03-28;20520.32
9453;Bryan da Luz;TI;Viagem de Negocio;6;2022-07-22;3504.71
8912;Luiz Otávio Mendes;Marketing;Outros;7;2023-01-25;14917.09
7899;Pietro Farias;TI;Férias;3;2020-02-28;20865.0
1294;Kamilly Caldeira;Vendas;Viagem de Negocio;5;2021-02-06;5842.71
1851;Marina Cardoso;Recursos Humanos;Doença;5;2020-04-13;9221.49
2270;Laura Vieira;Vendas;Doença;7;2023-01-20;12428.16
6303;Emanuel Lopes;Vendas;Doença;7;2023-03-07;3087.29
5739;Benjamin Novaes;Marketing;Férias;1;2023-02-20;12387.97
5168;Cauê da Mota;Recursos Humanos;Outros;8;2023-02-20;15627.24
3308;Ana Lívia Porto;TI;Problemas Pessoais;6;2023-08-03;18510.58
7288;Luiz Gustavo Dias;Marketing;Viagem de Negocio;8;2021-08-21;5108.23
2531;Dr. Leandro Santos;Recursos Humanos;Doença;2;2020-12-09;9509.49
9320;Otávio Silveira;Recursos Humanos;Outros;5;2023-03-17;4987.23
4632;Kamilly Novaes;Marketing;Viagem de Negocio;2;2023-05-17;15889.22
6604;Ana Lívia Dias;Marketing;Férias;7;2020-09-03;11222.49
2785;Dra. Isabella da Conceição;Vendas;Doença;6;2023-10-22;11926.88
3065;Anthony Cardoso;TI;Doença;7;2023-02-20;15567.97
9992;Maria das Neves;Marketing;Viagem de Negocio;1;2023-08-06;8211.65
5721;Vitor Hugo Cardoso;Recursos Humanos;Viagem de Negocio;2;2023-07-01;4206.34
4834;Milena Nascimento;Vendas;Viagem de Negocio;8;2020-05-27;15824.79
6924;Maria Alice Lima;Vendas;Viagem de Negocio;7;2020-05-12;8199.01
5883;Murilo Ramos;Recursos Humanos;Outros;3;2021-12-02;8698.14
2400;Vitória Lopes;Vendas;Férias;7;2023-11-22;20872.58
9940;Clara Nunes;Marketing;Licença Médica;6;2022-05-13;14598.88
2393;Luiza Almeida;Vendas;Doença;5;2021-03-30;20742.57
9317;João Vitor Moraes;TI;Outros;7;2020-01-06;11806.81
2586;Sophia Peixoto;Marketing;Doença;4;2020-01-18;20956.36
3624;Alana Carvalho;Marketing;Licença Médica;5;2023-06-17;21100.85
6349;Fernando Caldeira;Recursos Humanos;Licença Médica;7;2023-08-30;8183.64
1007;Luigi Pereira;Recursos Humanos;Licença Médica;8;2021-06-09;20272.74
5916;Miguel Rezende;Recursos Humanos;Problemas Pessoais;7;2021-05-16;17034.22
5325;Erick da Mata;Recursos Humanos;Licença Médica;2;2022-06-14;13104.43
4158;Antônio Rocha;Recursos Humanos;Férias;1;2023-11-08;16044.28
6437;André Porto;Marketing;Férias;5;2023-09-15;21682.4
7892;Leonardo Melo;Recursos Humanos;Férias;6;2020-09-20;14069.74
