id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
3362;Vitor Costa;Vendas;Licença Médica;8;2022-11-14;16888.1
6825;Isaac Jesus;Recursos Humanos;Doença;2;2023-11-09;17069.85
9334;Lucas da Paz;Recursos Humanos;Doença;8;2023-08-23;4092.57
5817;Nicolas Monteiro;Recursos Humanos;Viagem de Negocio;7;2021-10-10;17146.93
3045;Cauê Correia;Vendas;Problemas Pessoais;3;2022-11-12;4778.59
6230;Luiz Gustavo Peixoto;TI;Viagem de Negocio;6;2022-07-31;21450.09
2284;Davi Lucca Silveira;Marketing;Outros;4;2023-09-06;8438.85
2895;Sr. Theo Rocha;Recursos Humanos;Licença Médica;1;2023-09-07;4310.71
9490;Yuri Silveira;Marketing;Férias;4;2022-08-01;13442.43
7494;Danilo da Costa;Recursos Humanos;Problemas Pessoais;7;2020-11-18;10587.74
7144;Larissa Silveira;Vendas;Licença Médica;3;2022-05-31;7980.08
7216;Leandro Melo;Marketing;Problemas Pessoais;4;2023-10-16;9930.69
5491;Sra. Alexia Novaes;Vendas;Outros;3;2023-01-19;18416.99
5897;Samuel Carvalho;Marketing;Viagem de Negocio;7;2021-12-15;20415.58
6038;Helena Gomes;TI;Doença;2;2021-06-08;19288.04
7051;Nina Freitas;Recursos Humanos;Licença Médica;7;2022-04-26;20064.98
9220;Thomas Correia;Vendas;Problemas Pessoais;8;2023-11-17;13698.08
5436;Heloísa Ramos;Marketing;Problemas Pessoais;2;2022-04-14;10581.16
6969;Mariane Rodrigues;TI;Outros;2;2020-01-03;3952.09
9848;Ana Luiza Vieira;Vendas;Outros;3;2023-02-01;13558.46
1588;Maria Luiza Monteiro;Vendas;Problemas Pessoais;7;2023-02-07;20263.86
5785;Isadora da Cunha;Marketing;Outros;7;2023-06-01;16187.44
1947;Sr. Alexandre Moreira;Recursos Humanos;Licença Médica;8;2023-02-15;13118.3
1702;Olivia Barros;Vendas;Outros;5;2021-05-21;12183.99
7926;Caroline Nogueira;Marketing;Férias;6;2020-07-30;3158.01
4362;Srta. Júlia Jesus;TI;Problemas Pessoais;5;2020-09-07;7097.63
7262;Elisa Cardoso;TI;Outros;3;2022-09-02;18635.67
4044;João Gabriel Barros;Marketing;Férias;6;2021-05-13;10609.16
2830;Joana Campos;Recursos Humanos;Férias;4;2020-05-20;3554.16
7620;André Santos;Recursos Humanos;Licença Médica;6;2023-08-24;7531.34
9547;Sr. Yuri Ramos;Recursos Humanos;Viagem de Negocio;6;2020-09-15;13142.88
6167;Arthur Araújo;Vendas;Problemas Pessoais;6;2023-10-30;19483.16
3909;Daniela Moraes;Vendas;Doença;6;2023-06-02;6188.48
6804;Gabriela Duarte;TI;Licença Médica;1;2022-04-04;9235.4
3376;Theo Rodrigues;Marketing;Outros;4;2020-03-08;15263.31
5036;Beatriz Pinto;TI;Outros;2;2023-10-21;7429.77
3010;Bernardo Barros;Vendas;Licença Médica;8;2023-08-30;10167.75
8018;Raquel Duarte;Marketing;Férias;7;2022-07-17;13324.73
8089;Thiago Rodrigues;Vendas;Licença Médica;8;2022-01-24;4055.91
7663;Pedro Miguel Pires;Recursos Humanos;Viagem de Negocio;1;2023-09-12;4795.07
5533;Samuel da Conceição;Recursos Humanos;Problemas Pessoais;8;2022-04-03;3463.32
1448;Srta. Isadora Teixeira;Marketing;Viagem de Negocio;6;2020-01-31;6331.77
2250;Kamilly Moreira;Recursos Humanos;Licença Médica;7;2020-12-08;21957.04
8437;Sra. Sabrina Almeida;Vendas;Outros;4;2021-06-26;15155.14
8494;Luiz Otávio Moreira;Marketing;Férias;7;2020-07-09;3966.3
9397;Enzo Gabriel Barros;Recursos Humanos;Férias;6;2023-06-16;16292.82
6999;Stephany Cunha;Recursos Humanos;Licença Médica;6;2020-11-22;9143.2
4666;Sr. Enzo Gabriel Gonçalves;TI;Viagem de Negocio;7;2022-08-04;3720.61
9819;Rafaela Mendes;Vendas;Viagem de Negocio;7;2020-07-11;18076.71
3393;Beatriz Nogueira;Recursos Humanos;Viagem de Negocio;5;2023-06-04;4508.86
6480;Luna Novaes;TI;Licença Médica;6;2021-12-11;10589.07
3355;Laura Cavalcanti;Recursos Humanos;Viagem de Negocio;4;2020-10-15;11399.94
5736;Calebe Melo;Marketing;Problemas Pessoais;3;2023-05-24;5511.07
1981;Ana Lívia da Luz;TI;Férias;4;2022-11-30;7250.66
7949;Sarah Nogueira;Recursos Humanos;Férias;8;2020-06-16;10513.12
6135;Stephany Farias;TI;Licença Médica;4;2022-05-24;5562.64
9898;Pietro Ferreira;TI;Problemas Pessoais;1;2023-01-17;19657.08
6183;Cauê Moura;TI;Licença Médica;4;2021-02-22;5983.09
9625;Luiza Novaes;Vendas;Licença Médica;8;2020-06-17;16813.98
5861;Dr. Davi Lucas Cunha;Marketing;Licença Médica;3;2023-11-21;16698.96
4172;Srta. Sophie Aragão;Marketing;Outros;7;2022-08-04;5070.84
3638;Sra. Juliana Aragão;Vendas;Doença;4;2023-03-12;11474.72
6214;Dr. Benjamin Duarte;Vendas;Outros;2;2023-03-28;21462.59
3856;Rebeca da Rocha;Recursos Humanos;Problemas Pessoais;2;2023-02-23;5591.11
3040;Nicolas Fogaça;Marketing;Outros;8;2022-08-20;13004.84
2033;Natália Moraes;Marketing;Outros;6;2021-12-18;21219.54
5888;Dra. Luna Campos;Marketing;Férias;3;2021-06-27;6958.45
5056;Benício da Rosa;Marketing;Outros;8;2020-06-06;19943.57
3889;Lorenzo Cardoso;Recursos Humanos;Viagem de Negocio;1;2020-04-18;6792.45
3620;Bernardo Nogueira;Recursos Humanos;Viagem de Negocio;2;2023-07-16;10416.25
7588;Dr. Nathan Duarte;Marketing;Viagem de Negocio;3;2023-07-18;12664.63
9461;Vitor Hugo Rezende;Vendas;Problemas Pessoais;4;2020-08-18;6651.06
8067;Otávio Azevedo;Recursos Humanos;Doença;4;2022-04-16;13760.22
4730;Bianca Silva;TI;Outros;6;2022-05-27;14022.1
2415;Luna Pereira;TI;Outros;3;2022-05-23;16639.34
5098;Sr. Enzo Peixoto;TI;Viagem de Negocio;8;2020-02-14;12096.26
2431;Marcos Vinicius Nascimento;TI;Doença;3;2020-04-29;8338.28
1083;Beatriz das Neves;Marketing;Problemas Pessoais;6;2020-09-02;10781.54
7501;Camila Gonçalves;Vendas;Doença;4;2022-08-24;20323.99
7614;Breno Dias;Vendas;Viagem de Negocio;3;2022-06-10;20797.11
7562;Marcelo Viana;Vendas;Outros;8;2020-01-03;18311.41
2834;Leonardo Almeida;Vendas;Licença Médica;3;2022-09-23;17596.26
3182;Olivia da Rocha;Recursos Humanos;Viagem de Negocio;2;2022-12-18;19404.4
5171;Lívia Nogueira;Recursos Humanos;Doença;5;2021-03-25;9005.17
7464;Felipe Ferreira;Recursos Humanos;Problemas Pessoais;1;2020-08-29;6274.34
5205;Clara Carvalho;Recursos Humanos;Doença;3;2023-11-27;17137.4
7287;Thomas Jesus;Recursos Humanos;Outros;8;2022-02-25;21717.73
5147;Sr. Guilherme Moura;Marketing;Outros;8;2020-07-29;12484.97
1057;Dr. Pedro Lucas Nascimento;Marketing;Férias;1;2022-03-20;9788.21
9318;Sr. Leonardo Castro;Recursos Humanos;Problemas Pessoais;8;2021-08-15;4400.57
8552;Sra. Gabrielly Correia;TI;Licença Médica;6;2020-04-16;19197.07
7239;Guilherme Caldeira;TI;Férias;1;2020-05-31;8054.15
2106;Sra. Pietra Ferreira;Marketing;Licença Médica;6;2021-07-10;9041.41
8811;Bernardo Aragão;Vendas;Outros;8;2022-05-19;17934.9
8037;João Vitor Carvalho;Vendas;Licença Médica;5;2022-07-08;8633.19
1574;Luiz Miguel Cavalcanti;Vendas;Viagem de Negocio;2;2021-07-13;18495.54
3275;Dr. Rodrigo Novaes;Vendas;Viagem de Negocio;4;2023-07-09;17705.95
9223;Antônio Dias;Marketing;Licença Médica;5;2021-12-18;10197.25
9346;Manuela Nascimento;Marketing;Doença;3;2021-03-27;5616.15
9150;Beatriz Ribeiro;Marketing;Licença Médica;3;2021-08-07;4320.52
2121;Ana Laura Pinto;TI;Outros;2;2021-05-17;12273.41
8093;Anthony Rodrigues;Vendas;Problemas Pessoais;6;2020-09-10;18415.15
1941;Stephany Novaes;Vendas;Outros;5;2021-11-16;8971.18
6119;Luigi Cardoso;Marketing;Doença;2;2023-09-10;16498.12
4285;Maria Campos;Marketing;Férias;1;2023-05-05;18639.86
4394;Rafael Lima;TI;Outros;3;2020-06-19;8332.67
6563;Davi Lucca Gonçalves;Vendas;Outros;4;2022-11-06;4162.49
6609;Lorenzo Cardoso;Recursos Humanos;Doença;1;2020-02-14;12926.46
8699;Daniela Carvalho;Recursos Humanos;Doença;7;2023-11-18;8569.72
4747;Augusto Santos;Recursos Humanos;Viagem de Negocio;7;2023-08-19;16469.5
4033;Danilo Rezende;Vendas;Outros;2;2022-06-15;3222.64
3446;Joaquim Oliveira;TI;Doença;5;2021-03-14;12981.94
9250;Fernando Nogueira;TI;Licença Médica;2;2021-03-31;21291.14
5852;Juan da Cunha;Marketing;Viagem de Negocio;8;2021-09-05;21630.89
2687;Sr. Carlos Eduardo Cavalcanti;Vendas;Férias;3;2020-12-08;9091.95
3881;Gabrielly Barbosa;Vendas;Licença Médica;2;2023-01-07;19254.77
7536;João Felipe Teixeira;Recursos Humanos;Outros;3;2022-06-23;15301.15
7496;Sophia Ribeiro;Recursos Humanos;Licença Médica;3;2020-01-28;6982.42
5066;Ana Carolina Martins;Marketing;Licença Médica;3;2022-10-10;8368.1
1580;Dra. Daniela Ribeiro;Marketing;Licença Médica;4;2020-02-01;5806.95
4749;Ana Clara Cavalcanti;Vendas;Doença;6;2020-10-08;7925.7
6323;Esther Alves;Marketing;Férias;8;2022-04-28;13320.58
4501;João Guilherme da Cruz;Vendas;Problemas Pessoais;7;2022-09-30;10776.87
3021;Igor Rodrigues;Marketing;Outros;5;2023-10-13;9704.69
7411;Heloísa Lima;Recursos Humanos;Doença;3;2023-04-25;16065.33
6769;André Moraes;Marketing;Férias;5;2021-08-21;10837.01
3546;Alice Dias;Marketing;Viagem de Negocio;8;2021-06-03;8263.15
9277;Sra. Emanuella Porto;Recursos Humanos;Viagem de Negocio;5;2021-08-20;4057.32
8937;Srta. Giovanna Dias;TI;Doença;5;2020-02-10;7252.54
2825;Dr. Benício Nunes;Vendas;Doença;8;2021-07-01;20065.88
7346;Pietra Ribeiro;TI;Doença;2;2022-05-05;13722.51
9440;Alana Teixeira;Marketing;Doença;8;2022-03-20;17383.23
1524;Augusto Duarte;TI;Outros;6;2022-09-05;9295.0
8070;Murilo da Mata;TI;Doença;6;2022-08-22;3142.12
2001;Ryan Correia;Recursos Humanos;Férias;7;2020-09-22;19835.08
4628;Caroline Pereira;Marketing;Férias;8;2023-05-08;15997.0
6565;Heitor da Cunha;Vendas;Doença;7;2023-06-30;5409.1
8647;Pedro Lucas Dias;TI;Problemas Pessoais;5;2020-01-26;3823.48
9218;Vicente da Rocha;Marketing;Doença;1;2020-05-03;19157.88
7190;Olivia Melo;TI;Férias;8;2022-04-07;10965.11
6133;Brenda Caldeira;TI;Licença Médica;2;2022-08-09;13997.27
9799;Srta. Maria Moraes;Marketing;Viagem de Negocio;6;2020-03-27;4956.43
7319;Nicolas Fernandes;TI;Viagem de Negocio;6;2022-10-11;16825.26
