id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
2249;Enzo Gabriel Oliveira;Recursos Humanos;Outros;8;2021-06-02;21020.36
2837;Antônio Sales;Recursos Humanos;Licença Médica;8;2020-11-14;12811.6
5664;Isis Gomes;TI;Viagem de Negocio;7;2023-09-11;14551.14
5901;Luiz Henrique Alves;TI;Doença;3;2022-04-15;20305.45
1671;João Miguel Lima;Marketing;Licença Médica;8;2022-07-21;21055.86
1132;Luiz Fernando da Mota;Vendas;Licença Médica;5;2022-02-11;16065.72
9459;Luna Porto;Marketing;Doença;3;2023-10-31;4516.75
8172;Esther Correia;TI;Licença Médica;5;2023-06-04;13617.4
6214;Thales Castro;Vendas;Problemas Pessoais;1;2022-09-13;12824.02
3799;Mariane Peixoto;Vendas;Doença;8;2022-10-01;21004.24
4284;Amanda da Luz;Marketing;Férias;1;2023-10-19;15594.89
6637;Pietra Rodrigues;Vendas;Viagem de Negocio;5;2023-01-28;18937.63
2636;Fernando Dias;Vendas;Viagem de Negocio;3;2022-05-08;11667.89
8327;Lucca Cardoso;Marketing;Licença Médica;4;2022-05-01;20098.25
5294;Maria Cecília Cardoso;Recursos Humanos;Problemas Pessoais;4;2022-01-30;5946.4
3632;Marcelo Carvalho;Vendas;Viagem de Negocio;7;2023-05-20;14375.81
3846;João Miguel Silva;TI;Outros;6;2023-04-01;11657.37
1383;Brenda das Neves;Marketing;Problemas Pessoais;1;2022-10-29;7059.94
2898;Alexandre Peixoto;Marketing;Licença Médica;4;2022-05-01;9071.2
5748;Emanuelly Fernandes;Recursos Humanos;Férias;7;2021-05-27;21723.99
7488;Sra. Mariana Rocha;Vendas;Doença;1;2022-06-07;3300.3
6639;Paulo Lopes;Vendas;Licença Médica;6;2023-07-15;19694.02
7713;Sr. Noah Ribeiro;Marketing;Licença Médica;5;2020-02-11;5473.99
5157;Srta. Laís Gomes;TI;Problemas Pessoais;1;2022-07-24;11294.17
1421;Isadora da Cruz;Recursos Humanos;Viagem de Negocio;7;2022-12-12;21981.05
3099;Vitória Nascimento;TI;Viagem de Negocio;5;2023-09-14;18549.1
8839;Amanda Moura;Marketing;Licença Médica;8;2020-07-07;11581.01
3235;Matheus Castro;Marketing;Viagem de Negocio;8;2023-06-30;16912.53
6295;Marcos Vinicius Teixeira;Vendas;Doença;1;2020-04-10;6322.53
6830;Emanuella Castro;TI;Viagem de Negocio;4;2022-04-13;11701.36
3008;Ana Carolina Pinto;TI;Doença;6;2022-05-31;10964.02
5788;Fernanda Castro;Marketing;Doença;7;2023-11-02;3104.74
5515;Dr. Benício Teixeira;Marketing;Doença;2;2021-10-02;20219.0
5739;Daniela Caldeira;Recursos Humanos;Problemas Pessoais;2;2022-04-22;18018.43
4257;Milena Viana;Vendas;Viagem de Negocio;7;2020-01-19;20870.93
7789;Rafael Lopes;TI;Licença Médica;7;2021-09-13;4400.84
2637;Marina Pereira;Recursos Humanos;Doença;1;2021-05-14;11814.43
4892;Luiz Henrique Cavalcanti;TI;Outros;7;2022-05-09;7192.92
1127;Alícia Vieira;Vendas;Viagem de Negocio;7;2022-01-22;11646.1
3229;Benício Ribeiro;Recursos Humanos;Problemas Pessoais;8;2022-08-17;15864.75
4323;Eloah Farias;TI;Férias;4;2020-01-01;9701.82
2435;Milena Cardoso;Marketing;Outros;1;2020-12-01;20861.82
5976;Ana Júlia Silva;Marketing;Doença;8;2020-09-01;19193.09
1019;Isabelly Dias;Vendas;Doença;5;2023-09-06;9769.63
8108;Nicole Campos;Vendas;Doença;4;2023-03-17;15113.74
8909;João Vitor Cardoso;Marketing;Problemas Pessoais;3;2022-04-03;13270.35
7700;Arthur Ribeiro;Vendas;Doença;6;2021-02-07;3619.19
5681;Emilly Gonçalves;Recursos Humanos;Viagem de Negocio;8;2022-12-11;16357.92
3475;Sra. Natália Farias;Marketing;Férias;2;2022-01-01;12501.05
7648;Lavínia Moura;TI;Outros;5;2023-08-19;19653.87
9039;Paulo Vieira;Recursos Humanos;Licença Médica;3;2021-12-23;9794.02
8042;Davi Lucca Freitas;TI;Viagem de Negocio;2;2023-02-04;9771.55
8052;Ana Clara Ferreira;TI;Viagem de Negocio;4;2021-03-15;20120.26
3456;Sra. Amanda Rodrigues;TI;Outros;8;2022-12-12;20591.84
3864;Alana Fogaça;Marketing;Viagem de Negocio;7;2020-10-05;14750.06
9048;Bernardo Porto;Vendas;Viagem de Negocio;2;2020-10-18;9864.55
5027;Thales Araújo;Marketing;Doença;2;2023-10-20;19414.29
5808;Ana Clara Farias;Vendas;Doença;3;2021-12-13;4765.06
2314;Clarice Silva;Vendas;Licença Médica;3;2023-07-04;4054.83
3659;Dr. Benício Nascimento;TI;Outros;4;2021-09-08;5257.13
1177;Emanuelly Silva;Recursos Humanos;Férias;2;2023-11-29;21964.67
3063;Lorenzo Lima;Recursos Humanos;Viagem de Negocio;1;2020-11-13;11106.1
5897;Maria Eduarda Nogueira;Vendas;Problemas Pessoais;1;2022-05-12;19306.05
1006;Sofia Ferreira;Recursos Humanos;Doença;3;2022-05-06;14622.7
6957;Ana Beatriz Sales;Marketing;Outros;4;2022-06-09;11701.73
4350;Dra. Gabrielly da Cruz;Vendas;Férias;7;2020-01-29;17165.86
7383;Nathan Martins;Marketing;Outros;2;2020-04-19;11177.43
2296;Ana Julia Costa;Marketing;Viagem de Negocio;1;2020-10-19;18814.0
9006;Kevin Dias;Marketing;Férias;8;2021-10-09;8559.22
4135;Natália Teixeira;TI;Férias;1;2023-05-18;17924.96
3705;Enrico Rodrigues;Recursos Humanos;Outros;4;2023-11-14;17454.24
2261;Valentina Gomes;Marketing;Licença Médica;7;2023-08-23;11066.31
5585;Daniel da Mata;Vendas;Viagem de Negocio;6;2021-05-16;6257.91
6543;Laura da Mota;Recursos Humanos;Doença;5;2021-08-12;7546.97
5192;Guilherme Castro;Marketing;Problemas Pessoais;6;2022-01-13;5472.09
2117;Ana Luiza da Conceição;Recursos Humanos;Férias;4;2023-09-05;20060.79
3637;Lorenzo Costela;Vendas;Problemas Pessoais;5;2022-10-04;3830.63
7359;Felipe Gonçalves;Vendas;Outros;4;2020-04-11;18686.2
2543;Bruna Vieira;Recursos Humanos;Férias;4;2021-03-06;6008.84
4170;Maria Cecília Almeida;Vendas;Doença;4;2022-11-07;16082.91
8986;Júlia Ramos;Vendas;Férias;1;2020-01-10;5191.17
1947;Emilly Azevedo;Recursos Humanos;Licença Médica;3;2022-10-11;7003.24
4895;Bianca Jesus;Marketing;Problemas Pessoais;2;2021-08-16;8628.09
5228;Luiz Henrique Pires;Recursos Humanos;Problemas Pessoais;8;2021-12-11;17926.03
3832;Maitê Fogaça;Marketing;Problemas Pessoais;2;2021-01-02;7167.92
8469;Sra. Maria Fernanda Castro;TI;Problemas Pessoais;2;2023-10-21;9014.48
7146;Pietro Castro;Vendas;Doença;6;2023-06-30;4076.19
3469;Mariana Duarte;Marketing;Problemas Pessoais;8;2022-04-23;12474.9
4418;João Pedro Farias;Marketing;Viagem de Negocio;7;2023-02-04;18009.0
