id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
7128;Ana Lívia Ramos;TI;Outros;2;2020-07-18;6866.02
7551;Theo Melo;Marketing;Doença;6;2023-05-12;3758.33
5903;Eduardo Araújo;Marketing;Licença Médica;8;2022-03-07;7996.37
3633;Valentina Farias;Marketing;Problemas Pessoais;3;2022-05-20;12583.91
3659;Vitor Gabriel Almeida;Vendas;Doença;3;2022-11-27;15515.69
8233;Kaique Monteiro;Marketing;Férias;2;2021-03-08;7033.01
5543;Nina Aragão;TI;Doença;5;2023-03-12;8256.31
2609;Samuel Novaes;Marketing;Outros;5;2020-11-19;4397.31
8789;Sra. Kamilly da Mota;Recursos Humanos;Problemas Pessoais;3;2020-10-17;10481.09
4070;Thomas Silva;Recursos Humanos;Problemas Pessoais;3;2023-06-06;13626.66
2034;Danilo da Cruz;Recursos Humanos;Outros;5;2022-03-03;16903.43
6011;Dr. André Fernandes;Recursos Humanos;Férias;1;2023-10-07;7993.9
8129;Stephany Cavalcanti;Vendas;Viagem de Negocio;2;2021-08-16;9360.34
1027;Maitê Araújo;Marketing;Licença Médica;1;2022-01-01;3111.94
3980;Luana Rezende;TI;Viagem de Negocio;8;2022-02-24;6866.75
2324;Gustavo Peixoto;Marketing;Férias;6;2022-02-01;7777.26
2529;Leonardo Carvalho;Vendas;Problemas Pessoais;8;2023-06-18;11580.71
6585;Marina Fernandes;Vendas;Férias;7;2021-02-11;17437.09
4418;Gustavo Henrique Moraes;Recursos Humanos;Outros;5;2022-03-22;5479.2
8729;Ana Julia Farias;Marketing;Outros;8;2022-09-25;12748.21
9886;Raquel Araújo;Vendas;Licença Médica;4;2022-09-02;4717.88
8511;Thiago Viana;Vendas;Doença;7;2021-01-23;5094.82
2183;Cauã Alves;Recursos Humanos;Licença Médica;3;2021-09-23;19963.98
2094;Sra. Ana Luiza Farias;Recursos Humanos;Viagem de Negocio;7;2020-06-23;13465.46
1081;Camila Peixoto;TI;Problemas Pessoais;4;2023-01-03;14806.34
3106;Augusto Correia;Vendas;Problemas Pessoais;3;2023-03-19;15986.59
3817;Amanda Cunha;Recursos Humanos;Férias;6;2022-06-08;12383.69
9256;Laura Cunha;Vendas;Outros;4;2020-10-14;10034.28
8588;João Vitor Silva;Marketing;Problemas Pessoais;3;2021-07-26;4247.53
6530;Noah da Mota;Recursos Humanos;Férias;3;2022-06-06;3902.25
7395;Anthony Costa;TI;Doença;5;2021-02-19;13050.67
8514;Ana Sophia da Mata;Vendas;Doença;7;2020-12-18;15992.23
4415;Giovanna da Cruz;Marketing;Viagem de Negocio;6;2022-01-25;21105.21
8728;Caroline Freitas;Marketing;Doença;2;2021-12-23;12822.33
9893;Stephany Moura;Recursos Humanos;Licença Médica;4;2022-09-24;9058.07
9841;Emanuelly Silva;TI;Doença;3;2020-05-07;8623.51
4630;Isadora da Luz;Marketing;Outros;5;2020-08-11;12810.63
9916;Agatha Cavalcanti;Vendas;Problemas Pessoais;7;2021-06-12;10772.32
6170;Dr. Levi Sales;Marketing;Problemas Pessoais;7;2020-08-26;5211.35
3247;Alexandre Costa;TI;Licença Médica;8;2023-08-05;10652.3
7593;Luiz Felipe Vieira;Marketing;Doença;8;2023-06-07;15319.52
2914;João Gabriel Souza;Recursos Humanos;Doença;8;2022-04-03;21129.13
3784;Esther Moura;Vendas;Viagem de Negocio;3;2021-03-29;6237.82
9608;Levi Sales;TI;Outros;5;2020-06-18;8582.0
2747;Enzo da Rocha;Marketing;Outros;1;2021-09-07;17204.93
2264;Júlia Caldeira;Recursos Humanos;Licença Médica;8;2021-12-17;20888.07
9383;Amanda Novaes;Recursos Humanos;Outros;7;2023-10-17;11662.99
5857;Lívia Ferreira;TI;Licença Médica;7;2022-08-13;17162.87
3221;Diego Duarte;Recursos Humanos;Outros;6;2021-01-28;14988.46
8281;Bianca Cunha;TI;Licença Médica;8;2023-08-19;4830.81
2368;Felipe Araújo;Vendas;Problemas Pessoais;7;2023-05-24;9316.68
9025;Julia Correia;Vendas;Férias;2;2023-03-20;3069.25
8217;André Pinto;Marketing;Problemas Pessoais;5;2020-01-19;3472.05
6017;Nicolas Porto;TI;Outros;2;2020-01-23;12829.69
9007;Srta. Lívia Alves;Recursos Humanos;Férias;3;2023-10-02;19447.77
4838;Vitor Hugo Campos;Marketing;Férias;8;2022-06-14;12509.76
8138;Sr. Diego Souza;Vendas;Férias;4;2020-07-07;14828.23
3593;Sr. André Jesus;Marketing;Férias;1;2021-04-16;9495.98
8236;Dr. Thomas Silveira;Recursos Humanos;Viagem de Negocio;6;2022-07-18;14692.82
1777;Isabelly Cardoso;Recursos Humanos;Outros;8;2023-06-30;6010.07
9234;Srta. Giovanna Lima;Vendas;Licença Médica;8;2022-01-06;12442.03
1745;Maria Alice Ferreira;TI;Viagem de Negocio;4;2021-10-22;12087.11
3353;Noah das Neves;TI;Viagem de Negocio;6;2021-06-30;13263.2
1647;Stephany da Conceição;TI;Viagem de Negocio;7;2023-01-28;14242.6
5757;Mariane Martins;Recursos Humanos;Férias;1;2023-08-27;4113.26
6527;Ana Clara Jesus;Vendas;Férias;3;2021-04-21;19097.96
7117;Brenda Sales;Recursos Humanos;Férias;3;2022-07-15;9612.54
6039;Rebeca Novaes;Recursos Humanos;Licença Médica;6;2021-07-31;14876.6
3674;Srta. Lavínia Rezende;Marketing;Problemas Pessoais;7;2022-02-12;21958.01
8716;Luigi Araújo;Vendas;Outros;8;2021-05-06;11146.98
2606;Alícia Vieira;Vendas;Outros;7;2021-04-21;12883.09
2041;Camila Pereira;Vendas;Licença Médica;5;2020-12-12;18469.82
6713;Ian Monteiro;Recursos Humanos;Outros;5;2023-10-31;11951.33
5161;André Ribeiro;Vendas;Viagem de Negocio;8;2023-08-26;18451.01
4115;Srta. Agatha Melo;Recursos Humanos;Doença;2;2022-10-11;12751.49
4827;Srta. Esther Ferreira;Recursos Humanos;Doença;8;2020-05-18;4587.61
2346;Lorenzo Cunha;Marketing;Licença Médica;7;2023-03-11;5663.89
9572;Luigi Rodrigues;Recursos Humanos;Problemas Pessoais;7;2020-02-06;11778.38
8696;Sr. Carlos Eduardo Campos;Vendas;Férias;2;2023-02-17;11502.64
1072;Stella Nogueira;Marketing;Problemas Pessoais;8;2023-03-16;7551.22
2693;João Pedro Cardoso;Recursos Humanos;Problemas Pessoais;4;2020-09-14;3080.85
3196;Maria Clara Costela;Vendas;Férias;1;2020-03-22;12387.51
2048;Bruna Vieira;Recursos Humanos;Doença;1;2021-12-15;18426.23
6583;Arthur Costa;Marketing;Férias;1;2020-11-14;13494.49
9549;Cecília Rodrigues;Vendas;Doença;2;2023-10-14;18591.54
6183;Kaique da Rosa;TI;Viagem de Negocio;4;2021-12-04;10230.19
2531;João Gabriel Monteiro;TI;Viagem de Negocio;6;2023-09-28;8064.88
2108;Isabelly Porto;Vendas;Doença;3;2020-09-21;9851.25
9719;Laura Vieira;TI;Licença Médica;6;2023-09-16;13886.39
9169;Ana Julia Pereira;Vendas;Doença;4;2020-08-03;15201.65
1115;Ana Lívia Ferreira;Recursos Humanos;Doença;4;2022-06-06;19439.1
5411;Clara da Conceição;Recursos Humanos;Outros;4;2021-09-09;19918.43
4054;Sr. Henrique Gomes;Marketing;Doença;8;2020-09-06;12480.18
1738;Guilherme da Luz;Recursos Humanos;Férias;2;2020-04-17;16112.48
1887;Rafael Pinto;Recursos Humanos;Férias;1;2020-06-09;8002.57
8850;Eloah Ribeiro;Vendas;Doença;4;2023-05-27;17862.54
5763;Vitor Hugo Pinto;Recursos Humanos;Doença;8;2021-11-20;7391.78
9143;Brenda Cardoso;Recursos Humanos;Problemas Pessoais;2;2023-11-29;7454.87
8351;Erick Cardoso;Recursos Humanos;Viagem de Negocio;4;2021-07-23;14084.44
5750;Pedro Henrique Duarte;Marketing;Doença;4;2020-12-10;17318.43
4874;Mariane Teixeira;Recursos Humanos;Problemas Pessoais;1;2021-09-22;15361.51
5091;Maria Sophia Farias;Marketing;Outros;1;2020-12-07;12697.0
3148;Diogo Nascimento;Vendas;Licença Médica;7;2020-03-09;7649.53
6244;Alana Farias;Recursos Humanos;Férias;5;2023-10-27;11130.64
3840;Anthony Fogaça;TI;Férias;8;2020-12-21;13421.5
2986;Ana Luiza da Mota;Recursos Humanos;Viagem de Negocio;6;2020-02-13;14629.47
2268;Olivia Oliveira;Marketing;Outros;5;2022-07-23;9508.84
3434;Ana Lívia Oliveira;Vendas;Licença Médica;1;2020-11-07;6109.55
9611;Dr. Gustavo Henrique Novaes;TI;Viagem de Negocio;5;2021-08-25;11511.07
1774;Sarah da Luz;TI;Férias;2;2022-12-30;5489.58
2023;Raquel Azevedo;Recursos Humanos;Doença;8;2022-07-06;9166.68
5429;Gabriel da Mota;Vendas;Outros;8;2022-04-26;13129.18
7403;Maria Vitória Lima;TI;Licença Médica;4;2022-07-16;11115.18
8007;Miguel Aragão;Vendas;Outros;3;2023-01-20;17835.11
2825;Marcelo Nunes;TI;Doença;7;2021-07-25;5012.25
3361;Letícia Costa;Recursos Humanos;Viagem de Negocio;4;2020-03-08;8515.31
3590;Stephany da Cunha;Vendas;Viagem de Negocio;8;2021-03-18;11999.3
4762;Diogo Fernandes;Marketing;Viagem de Negocio;4;2021-08-29;9220.36
7755;Thales Silveira;Vendas;Férias;5;2021-06-26;21913.1
3348;Alícia Novaes;Marketing;Outros;8;2023-03-07;11729.58
3434;Sra. Maria Vitória Oliveira;Marketing;Viagem de Negocio;2;2022-05-08;13126.2
9017;Yasmin Castro;Recursos Humanos;Viagem de Negocio;3;2022-04-07;15187.28
1224;Guilherme Moraes;Marketing;Problemas Pessoais;8;2020-12-27;4679.52
5655;Isabel Campos;TI;Problemas Pessoais;5;2023-11-11;19008.34
2039;Juliana Teixeira;Vendas;Licença Médica;8;2021-12-02;20976.77
3935;Diogo da Paz;TI;Doença;4;2022-09-12;11746.09
2850;Kamilly Alves;TI;Licença Médica;5;2020-10-12;21783.92
8709;Srta. Maria Clara Costa;Marketing;Doença;5;2020-03-16;9223.27
5892;Marcelo da Cruz;TI;Viagem de Negocio;6;2022-02-09;12591.66
7134;Heitor Almeida;Vendas;Férias;6;2020-08-25;8370.01
6898;Diogo Araújo;Vendas;Outros;5;2020-07-29;13128.86
8359;João Felipe Correia;Vendas;Licença Médica;6;2020-11-14;16248.7
8057;Luiz Gustavo Nunes;TI;Doença;8;2023-08-11;5226.42
7533;Sra. Catarina Souza;Marketing;Férias;4;2021-02-28;16373.46
7530;Dr. João Felipe da Luz;TI;Férias;2;2023-04-02;3245.08
5899;Breno Pinto;Marketing;Viagem de Negocio;6;2022-04-30;11607.16
7387;Mirella Aragão;TI;Viagem de Negocio;7;2020-03-17;19612.37
5660;Ana Carolina Aragão;Recursos Humanos;Problemas Pessoais;3;2021-06-13;15404.98
4002;Isis Araújo;Marketing;Licença Médica;4;2023-05-15;8950.7
9645;Dr. Enrico Pires;Vendas;Outros;2;2022-05-16;17310.14
4784;Noah Peixoto;TI;Viagem de Negocio;6;2020-01-18;3764.36
8680;Caroline Ribeiro;TI;Doença;3;2020-12-14;16227.13
2853;Dr. Davi Melo;TI;Doença;5;2023-05-16;17928.94
2016;Francisco da Mata;TI;Outros;3;2023-05-08;6805.65
3770;Kevin Vieira;Marketing;Férias;1;2023-06-10;21650.59
5547;Sophie Silveira;Vendas;Férias;3;2021-01-26;14801.18
4823;Kamilly Dias;Recursos Humanos;Doença;8;2020-02-22;14162.21
1008;Lara Castro;Vendas;Doença;1;2023-05-19;14710.18
9882;Sr. Kevin Fernandes;Marketing;Viagem de Negocio;7;2020-05-18;18430.9
5318;Juan Correia;Marketing;Férias;6;2022-08-16;8439.42
3113;Helena da Cruz;Marketing;Problemas Pessoais;5;2023-09-04;4446.92
8228;Sr. João Guilherme Gomes;Recursos Humanos;Outros;5;2020-02-21;13155.43
4796;Srta. Ana Luiza Nogueira;TI;Licença Médica;6;2021-12-03;13944.31
3359;Rebeca Pinto;Recursos Humanos;Outros;1;2020-10-20;5228.98
9192;Dr. Pedro Henrique Martins;Marketing;Férias;2;2020-05-09;8108.33
2029;Thomas Araújo;TI;Doença;6;2023-06-14;10906.9
8666;Dra. Larissa Barbosa;TI;Licença Médica;7;2020-07-22;21229.11
1853;Vicente das Neves;Vendas;Viagem de Negocio;8;2022-04-15;7612.43
2530;Dra. Raquel Barbosa;Recursos Humanos;Doença;2;2021-01-07;10149.98
2020;Luiz Gustavo Cardoso;Marketing;Doença;4;2022-12-07;12307.81
2320;Mariane Monteiro;TI;Férias;8;2022-09-09;4532.51
5849;Davi Luiz Jesus;Recursos Humanos;Doença;4;2022-10-20;7142.61
4559;Leonardo Monteiro;Recursos Humanos;Viagem de Negocio;6;2023-04-10;10820.09
5163;Ana Sophia Cunha;Vendas;Doença;3;2021-10-22;17937.85
5498;Pedro Araújo;Recursos Humanos;Férias;8;2020-08-16;10964.44
2550;Daniela Porto;Recursos Humanos;Outros;2;2021-07-04;10575.77
8354;Levi Sales;Recursos Humanos;Licença Médica;7;2020-03-10;13720.15
1205;Srta. Heloísa Alves;Recursos Humanos;Outros;4;2020-06-15;12679.41
5624;Emanuella Nunes;Marketing;Outros;5;2023-06-04;17769.46
6646;Alícia Alves;Vendas;Licença Médica;3;2022-12-25;10284.67
8538;Sr. Davi Lucas Sales;Marketing;Licença Médica;7;2022-04-17;20292.55
2518;Pedro Miguel Souza;Marketing;Licença Médica;6;2022-12-03;19490.22
9202;Leandro da Rocha;TI;Problemas Pessoais;5;2023-05-01;16547.91
1953;Brenda Campos;Vendas;Problemas Pessoais;3;2021-01-19;10383.35
1932;Larissa da Rosa;Recursos Humanos;Problemas Pessoais;3;2022-06-20;20003.3
4683;Luiz Felipe Pinto;Marketing;Problemas Pessoais;6;2021-01-21;5936.12
3681;Dra. Eduarda Gomes;Vendas;Viagem de Negocio;4;2021-07-01;6227.91
4051;Caio Sales;TI;Licença Médica;6;2022-11-27;14735.66
3194;Dra. Luana Cunha;TI;Licença Médica;8;2021-05-21;15421.0
3320;Juliana da Rosa;Marketing;Viagem de Negocio;6;2020-04-27;21710.23
3932;Sr. Thiago Cavalcanti;Vendas;Licença Médica;8;2021-11-13;4294.18
9466;Isis Alves;Marketing;Licença Médica;8;2021-04-29;4967.67
2857;Maria Alves;Marketing;Viagem de Negocio;3;2020-05-11;18678.37
1584;Larissa Nascimento;Marketing;Licença Médica;6;2020-11-07;9354.64
2413;Vitória Oliveira;TI;Férias;3;2020-09-01;15612.03
5964;Isabella da Conceição;Vendas;Viagem de Negocio;6;2022-10-09;16485.52
8005;Mariane Cardoso;Marketing;Outros;3;2022-08-17;12120.0
6436;Joaquim Correia;Marketing;Licença Médica;2;2022-11-11;16998.23
4482;Ana Laura da Cunha;TI;Férias;2;2023-05-16;11538.28
3808;Srta. Natália Pires;TI;Problemas Pessoais;2;2021-12-07;3743.13
1291;Alexia Peixoto;Marketing;Licença Médica;1;2021-09-27;6176.47
