id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
2336;Ana Barbosa;Marketing;Doença;4;2022-03-18;17332.4
3826;Alice Nunes;Vendas;Licença Médica;4;2023-02-18;16206.04
4795;João da Cunha;Recursos Humanos;Outros;5;2021-11-09;8248.0
8981;Thiago Araújo;Recursos Humanos;Férias;6;2023-05-09;4674.69
2721;Erick Fogaça;Marketing;Férias;4;2021-02-11;16725.16
3443;Davi Lucas da Mota;Vendas;Férias;5;2023-05-06;19829.16
1552;Catarina Barros;Recursos Humanos;Outros;2;2020-02-08;7955.09
4771;Alana Fogaça;Recursos Humanos;Problemas Pessoais;6;2022-10-17;18776.8
6669;Ana Laura Moura;Marketing;Outros;7;2021-01-26;14645.71
1525;Bruno Melo;Marketing;Doença;5;2023-05-30;4791.75
3987;Lucca Cardoso;Marketing;Outros;7;2021-08-08;4553.83
1002;Júlia Rocha;Recursos Humanos;Férias;8;2020-09-23;10942.96
4076;Luiz Felipe Cardoso;Recursos Humanos;Licença Médica;7;2023-03-02;5926.36
7603;Stephany Araújo;Vendas;Férias;7;2022-02-08;6735.72
8393;Kevin Fogaça;Marketing;Doença;8;2023-03-29;8513.13
8962;Eduardo Mendes;Recursos Humanos;Licença Médica;1;2021-04-09;12103.88
8460;Sr. Theo Moreira;Marketing;Doença;3;2021-04-10;15962.53
5204;Luiz Gustavo Moreira;Recursos Humanos;Doença;3;2023-11-02;19600.38
3186;Luiz Henrique Araújo;Vendas;Problemas Pessoais;6;2021-03-30;3070.35
6567;Dr. Pedro Henrique Vieira;TI;Doença;4;2020-08-03;17058.3
1565;Isabelly da Luz;Vendas;Licença Médica;1;2020-08-15;7515.77
7940;Isaac Barbosa;Marketing;Licença Médica;1;2020-12-28;5681.55
2727;Srta. Heloísa Novaes;TI;Doença;4;2022-03-06;15513.91
4781;Letícia da Rocha;Recursos Humanos;Licença Médica;8;2023-04-29;20301.29
5579;Enrico Barbosa;Recursos Humanos;Férias;5;2022-09-08;19917.36
9391;Pedro Miguel Cunha;TI;Viagem de Negocio;3;2021-12-11;5589.26
7689;Carlos Eduardo Lopes;Vendas;Férias;3;2021-09-13;4035.52
8604;Sra. Valentina Viana;TI;Licença Médica;2;2020-05-03;14393.37
5681;Nicolas Fogaça;Recursos Humanos;Problemas Pessoais;3;2021-08-13;12275.6
2721;Nicolas Caldeira;TI;Doença;5;2021-04-09;10019.48
9091;Dr. Calebe Costela;Marketing;Licença Médica;4;2022-10-20;4201.11
7650;Dr. Arthur Martins;TI;Outros;5;2023-04-24;15086.66
8919;Sra. Juliana da Cunha;TI;Outros;2;2021-09-04;17423.46
9922;Lara Silva;TI;Férias;7;2021-02-28;7773.74
2443;Ryan Lima;Marketing;Férias;4;2020-08-07;10968.46
1502;Giovanna Aragão;Vendas;Licença Médica;7;2021-06-26;3638.1
8231;Bárbara da Luz;TI;Licença Médica;3;2023-03-08;13382.91
4072;Elisa Azevedo;Recursos Humanos;Viagem de Negocio;3;2021-07-07;4652.15
9963;Mariana Carvalho;Vendas;Férias;6;2021-09-02;20034.87
8593;Maysa Nascimento;Marketing;Viagem de Negocio;3;2022-11-16;14997.47
3685;Diego Castro;TI;Outros;2;2022-11-23;10475.7
1456;Luiz Fernando da Mota;TI;Licença Médica;2;2021-12-03;21747.11
1262;Felipe Costa;Marketing;Doença;8;2022-09-06;20322.85
7084;Diego Ribeiro;TI;Férias;4;2020-04-16;20017.41
1708;Vinicius da Cruz;Vendas;Outros;6;2022-04-25;18992.81
4968;Isaac Melo;Vendas;Férias;2;2020-05-27;18752.18
2664;Sr. João Gabriel Peixoto;Recursos Humanos;Problemas Pessoais;1;2023-01-08;13907.42
4062;Luna Moraes;Marketing;Férias;8;2021-10-07;9848.84
