id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
7259;Yuri Moura;Vendas;Férias;2;2020-05-31;5088.71
2222;Nicolas da Rosa;TI;Outros;8;2021-11-14;10277.14
7601;Luiz Miguel Duarte;Marketing;Viagem de Negocio;7;2022-10-11;20586.44
7642;João Miguel Martins;Recursos Humanos;Doença;5;2022-02-04;12802.22
6667;Brenda Castro;Recursos Humanos;Problemas Pessoais;5;2022-05-07;5463.46
9497;Sr. Pietro Ferreira;Marketing;Outros;7;2022-09-21;19456.53
9201;Anthony da Cruz;TI;Problemas Pessoais;3;2021-12-08;8714.17
9564;Luiz Gustavo da Mota;Marketing;Férias;6;2020-04-10;5856.86
4539;Yasmin Teixeira;Vendas;Férias;8;2022-03-31;18201.01
2604;Stephany Nogueira;Recursos Humanos;Viagem de Negocio;5;2022-01-19;21683.8
2182;Maria Luiza Moraes;TI;Viagem de Negocio;4;2023-02-28;21420.62
9670;Yuri Freitas;TI;Outros;7;2022-07-21;10702.87
8345;Isabelly da Cruz;Recursos Humanos;Licença Médica;6;2022-09-12;5240.11
4742;Francisco Nogueira;Marketing;Férias;7;2022-09-26;6323.45
8957;Samuel Moraes;Marketing;Viagem de Negocio;4;2023-01-17;15481.66
1123;Marcela Pires;Marketing;Doença;5;2022-08-02;3939.86
4186;Daniel Cardoso;Vendas;Férias;6;2020-12-01;13538.95
9515;Emanuelly Porto;Recursos Humanos;Licença Médica;3;2023-10-06;20187.51
7607;Cecília Fernandes;Vendas;Problemas Pessoais;3;2021-03-02;4858.22
4903;Murilo Fernandes;Recursos Humanos;Licença Médica;4;2023-07-27;8904.64
2036;Daniel Peixoto;TI;Doença;5;2020-01-04;12628.67
3674;Isabelly das Neves;Marketing;Outros;8;2023-06-09;5452.28
6697;Ana Lívia Vieira;Vendas;Viagem de Negocio;2;2022-01-27;21012.33
1291;Pedro Miguel da Rocha;TI;Viagem de Negocio;4;2021-01-20;15135.13
7846;Sr. Antônio Ferreira;Marketing;Férias;5;2020-12-21;4589.96
9722;Leandro Rezende;TI;Outros;3;2020-08-26;17599.28
7823;Dra. Esther Lopes;TI;Doença;1;2020-10-19;18431.67
1455;Maria Lopes;Vendas;Outros;3;2022-11-17;13488.99
5235;Dra. Stephany Gonçalves;Marketing;Outros;4;2022-01-06;15245.31
4958;Sr. Thales Lima;Vendas;Licença Médica;7;2021-07-26;14934.04
2456;Arthur da Mota;Vendas;Outros;8;2022-02-12;21915.66
8752;Luiz Gustavo Nascimento;Recursos Humanos;Licença Médica;5;2022-10-30;5659.19
3548;Rafael Oliveira;TI;Férias;1;2021-01-05;7583.74
5540;Ana Julia Pereira;Recursos Humanos;Licença Médica;1;2022-04-13;15879.27
8830;Lucas Gabriel Nunes;TI;Licença Médica;6;2023-09-25;19600.81
6092;Gabrielly Ferreira;Vendas;Problemas Pessoais;1;2022-09-15;19213.45
1553;Anthony Azevedo;Vendas;Doença;7;2020-01-25;8349.99
9001;Luigi Lopes;Marketing;Outros;4;2021-08-26;14985.05
2290;Heitor Cunha;TI;Outros;4;2020-09-23;14237.49
5024;Benjamin Costa;Marketing;Doença;7;2020-03-10;20026.7
3744;Juan Rodrigues;Vendas;Viagem de Negocio;1;2022-01-04;7951.74
5081;Dra. Melissa Novaes;TI;Viagem de Negocio;8;2023-03-23;19097.73
7660;Maria Sophia Almeida;Recursos Humanos;Licença Médica;3;2021-11-11;17351.96
6447;João Miguel Rodrigues;Recursos Humanos;Outros;2;2023-01-12;18088.91
1047;Davi Lucas Araújo;TI;Doença;8;2023-10-06;8087.94
4249;Bruno Nascimento;Marketing;Doença;5;2021-03-05;15735.87
