id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
5264;Luiz Gustavo Rezende;Recursos Humanos;Outros;8;2021-03-27;7236.97
6259;Rebeca da Cruz;Vendas;Problemas Pessoais;6;2020-08-29;15108.94
3211;Raul Ferreira;Marketing;Problemas Pessoais;4;2022-06-08;8612.33
3884;Vitor Peixoto;Marketing;Doença;5;2021-11-28;20564.17
4255;Alícia Mendes;Vendas;Doença;3;2021-02-06;14315.82
2635;Dra. Sabrina Ramos;TI;Outros;1;2023-03-19;12497.23
1912;Agatha da Costa;Vendas;Outros;7;2020-10-29;20299.35
7466;Vitória Azevedo;Vendas;Problemas Pessoais;4;2023-01-08;19460.12
4570;André Fogaça;Vendas;Férias;3;2023-02-21;9567.6
6712;Heitor Pires;TI;Férias;5;2023-03-06;13933.88
9450;Eloah Azevedo;Vendas;Viagem de Negocio;3;2022-10-03;15026.27
7643;André Melo;TI;Problemas Pessoais;5;2023-03-16;20334.82
1507;Otávio Campos;Marketing;Problemas Pessoais;3;2022-01-30;8101.94
9363;Sr. Vitor Hugo Pinto;Marketing;Outros;4;2022-11-10;15462.53
7864;Anthony Carvalho;Vendas;Licença Médica;7;2023-10-04;11436.58
3698;Srta. Eloah Lopes;TI;Outros;8;2022-10-03;16210.73
5515;Thomas Pinto;Vendas;Licença Médica;6;2021-02-06;3019.2
6824;Srta. Ana Beatriz Ribeiro;Recursos Humanos;Férias;4;2022-09-13;4638.33
5407;Sra. Maria Cecília das Neves;TI;Licença Médica;7;2021-01-15;11311.02
4332;Augusto Peixoto;Marketing;Outros;2;2021-01-21;6062.5
7704;Clarice Castro;TI;Viagem de Negocio;3;2021-01-21;15285.77
7008;Ana Clara Sales;Vendas;Férias;1;2023-06-21;4720.2
8423;Francisco Carvalho;TI;Licença Médica;5;2020-03-21;14190.16
7274;Vitória Mendes;Vendas;Férias;6;2020-04-01;11071.46
7599;Emanuella Ribeiro;TI;Licença Médica;4;2022-02-19;7997.95
2545;Pietro Moraes;Marketing;Férias;2;2020-12-11;3037.77
4765;Levi Barbosa;TI;Licença Médica;3;2022-04-26;19992.74
4579;Yasmin Cardoso;Vendas;Viagem de Negocio;7;2020-07-31;8504.79
4171;Kamilly Pereira;Marketing;Licença Médica;3;2020-03-27;12604.23
8220;Pedro Lucas da Luz;TI;Viagem de Negocio;1;2022-05-06;3327.62
7041;Lucas Gabriel Almeida;Marketing;Outros;5;2021-10-20;16794.53
7615;Ana Clara Jesus;TI;Doença;3;2021-04-04;9991.66
6216;João Vitor Sales;Recursos Humanos;Problemas Pessoais;4;2021-10-22;4456.34
8538;Juan Oliveira;Vendas;Licença Médica;8;2023-10-01;3830.45
3917;Juan Viana;Vendas;Outros;5;2021-04-05;11384.55
5148;Yuri Dias;Marketing;Doença;7;2020-04-06;8987.29
4161;Bruno Jesus;Vendas;Outros;6;2023-10-06;13978.63
7424;Sr. Gabriel das Neves;TI;Problemas Pessoais;4;2020-02-28;14501.07
8206;Dr. Emanuel Dias;TI;Férias;8;2023-07-25;7306.75
8520;Sra. Mariana Gomes;Marketing;Outros;2;2020-08-04;10622.03
7191;Nathan Cunha;TI;Doença;2;2021-08-15;8193.92
2202;Clarice Ferreira;Recursos Humanos;Licença Médica;1;2022-03-25;14535.83
2359;Rafael Ferreira;Marketing;Férias;8;2021-06-23;16678.8
3257;Bruno Azevedo;Marketing;Férias;4;2021-12-21;13266.54
7291;Luiz Gustavo Costela;Recursos Humanos;Outros;7;2020-08-20;21270.02
7476;Sra. Yasmin Lopes;Marketing;Licença Médica;3;2022-08-21;3378.12
2587;Maria Fernanda da Mota;Recursos Humanos;Viagem de Negocio;2;2022-08-27;9051.35
1533;Emanuella Rezende;Recursos Humanos;Licença Médica;5;2021-07-01;12141.4
2703;Gabriel Nogueira;Vendas;Férias;4;2023-04-10;15613.58
3376;Rafael Lima;TI;Problemas Pessoais;3;2020-10-27;11331.24
2784;Sra. Ana Laura Farias;Vendas;Férias;3;2020-06-28;10585.87
5686;Pedro Peixoto;Recursos Humanos;Outros;5;2023-05-20;19924.38
8632;Júlia Cavalcanti;Marketing;Problemas Pessoais;2;2022-10-02;7185.78
7116;Sra. Maysa Monteiro;TI;Licença Médica;4;2021-09-09;20539.14
2213;Ana Sophia Nunes;Recursos Humanos;Outros;4;2023-10-06;16173.1
9038;Olivia Aragão;Vendas;Licença Médica;1;2020-06-10;10833.9
