id_colaborador;nome_colaborador;departamento;motivo_ausencia;horas_ausencia;data_ausencia;salario
9292;Sr. Cauê Jesus;TI;Outros;8;2020-07-05;10874.25
8802;Sra. Caroline Carvalho;Marketing;Outros;5;2023-06-13;9803.1
4310;Isabel Costela;Marketing;Licença Médica;6;2021-04-28;4112.81
3356;Sr. Ian Martins;Vendas;Outros;7;2022-11-30;5940.06
1325;Srta. Sabrina Pires;TI;Problemas Pessoais;8;2022-06-28;7783.78
8791;Luiz Fernando Gomes;Recursos Humanos;Problemas Pessoais;3;2021-10-03;11573.14
6240;João Miguel Rodrigues;Marketing;Férias;5;2023-08-08;7198.52
8704;Cauã Fernandes;Marketing;Férias;1;2021-07-25;15724.31
3643;Dra. Eloah Gonçalves;TI;Doença;5;2020-05-10;13324.01
9819;Sr. Lucca Monteiro;Marketing;Problemas Pessoais;3;2021-01-26;10545.9
7321;Agatha da Mata;Vendas;Férias;8;2021-07-11;7960.0
4596;Nicolas Aragão;Marketing;Viagem de Negocio;2;2020-04-03;17910.42
7527;Dr. Isaac das Neves;Vendas;Outros;4;2023-06-07;9773.9
1319;Dra. Bianca Rodrigues;Recursos Humanos;Férias;5;2023-08-07;12282.02
7713;Luigi Caldeira;Vendas;Viagem de Negocio;5;2022-01-27;21574.99
6066;Yago Azevedo;Recursos Humanos;Férias;4;2022-07-23;4032.43
1963;Lucca Freitas;TI;Licença Médica;5;2020-12-02;6978.48
7110;Manuela Monteiro;Recursos Humanos;Outros;3;2022-04-10;20481.42
9349;Yuri Cardoso;Vendas;Férias;8;2022-09-20;18649.07
4189;Lavínia Fogaça;Recursos Humanos;Férias;3;2020-10-16;9866.21
6296;Emilly Peixoto;Marketing;Licença Médica;8;2022-09-26;15273.18
3771;Brenda Novaes;Vendas;Viagem de Negocio;8;2020-12-31;14343.78
8553;Felipe Fernandes;Vendas;Problemas Pessoais;7;2022-03-31;9856.67
3039;Dra. Maria Vitória Viana;Vendas;Outros;1;2020-11-13;15246.92
4826;Maitê Cavalcanti;Recursos Humanos;Doença;6;2023-05-20;16893.63
6063;Pedro Lucas Monteiro;Vendas;Outros;3;2022-01-13;5348.72
3282;Mariane das Neves;TI;Outros;1;2020-01-18;3965.26
3303;Mirella Cardoso;Recursos Humanos;Doença;8;2022-09-04;16244.47
5000;Dr. Vicente Castro;Recursos Humanos;Doença;1;2023-04-21;5734.74
7570;Thiago Melo;Marketing;Licença Médica;8;2021-06-01;20025.89
9933;Stephany Caldeira;Recursos Humanos;Outros;4;2022-04-08;10116.71
4193;Luiz Otávio Aragão;Vendas;Outros;1;2022-06-24;20126.71
3758;Dr. Benício Melo;Marketing;Doença;3;2022-10-06;17526.87
3070;Eduarda Azevedo;TI;Problemas Pessoais;7;2020-04-23;8652.42
9824;Kaique da Conceição;Marketing;Doença;8;2022-11-04;13701.55
3624;Srta. Beatriz Alves;Vendas;Licença Médica;3;2021-02-21;20146.59
8735;Rafael Moreira;TI;Viagem de Negocio;6;2021-01-30;18284.02
8213;Dr. Diogo Oliveira;TI;Licença Médica;6;2023-07-19;5825.94
2737;Arthur Souza;TI;Licença Médica;7;2020-01-22;19446.06
1154;Fernanda Cavalcanti;TI;Doença;8;2022-01-25;9910.33
7434;Dra. Ana Clara Castro;Vendas;Viagem de Negocio;3;2021-05-07;12423.31
1671;Ana Clara Sales;TI;Doença;1;2023-01-31;12208.13
7340;Vitor Hugo da Cunha;Marketing;Licença Médica;5;2020-08-01;9240.83
5274;Srta. Isadora Ferreira;Marketing;Viagem de Negocio;4;2021-04-16;10550.87
1609;Alexandre Moura;Vendas;Problemas Pessoais;7;2023-06-09;10998.27
5050;Mirella Santos;Marketing;Problemas Pessoais;1;2020-05-16;20579.66
1645;Augusto Araújo;Marketing;Problemas Pessoais;4;2022-12-05;15875.27
5873;Sra. Ana Vitória da Cruz;Recursos Humanos;Licença Médica;5;2023-11-27;18261.88
9750;Isabella Cunha;TI;Viagem de Negocio;5;2020-10-22;6226.03
4446;Srta. Laura Cardoso;Recursos Humanos;Viagem de Negocio;2;2022-09-02;13088.69
2052;Maysa Castro;TI;Licença Médica;2;2023-02-25;16838.85
4508;Maria Vitória Pires;Vendas;Outros;5;2020-07-18;10450.88
4111;Helena Barros;Marketing;Outros;1;2020-10-09;19516.02
7882;Manuela Porto;Marketing;Férias;7;2022-04-17;16728.69
3172;Alícia Barbosa;Vendas;Férias;5;2022-06-27;20518.77
3981;Lorena Silva;Recursos Humanos;Problemas Pessoais;4;2023-11-09;16308.85
8716;Yago Pinto;Vendas;Viagem de Negocio;3;2022-12-22;9433.36
8481;Sra. Helena Dias;TI;Problemas Pessoais;5;2023-04-27;8928.01
6094;Marcela Costa;TI;Problemas Pessoais;4;2022-11-24;17547.43
8715;Leandro Gomes;Marketing;Doença;3;2021-09-28;3948.47
1616;Carolina Gomes;TI;Doença;8;2021-04-16;15647.12
8531;Breno Santos;Vendas;Férias;1;2022-10-25;18231.04
7056;Sr. Davi Lucca da Luz;Recursos Humanos;Outros;2;2021-10-07;14501.01
5288;Rafaela Rezende;Marketing;Outros;7;2020-07-04;19587.61
9106;Ryan da Luz;Vendas;Outros;3;2020-09-04;11413.68
3603;Caroline Gomes;Marketing;Férias;4;2022-12-20;4743.94
1559;Helena Correia;Recursos Humanos;Doença;2;2023-09-04;11027.98
1771;Felipe Pereira;Recursos Humanos;Viagem de Negocio;8;2022-04-20;3262.36
6464;Srta. Eduarda Porto;TI;Doença;2;2021-08-27;20474.0
6367;Bryan Porto;Vendas;Doença;3;2021-10-28;18505.32
1925;Valentina Vieira;Marketing;Férias;3;2020-05-14;10925.43
2712;Dr. Breno da Mota;TI;Viagem de Negocio;6;2020-05-19;21064.18
9385;Francisco Costela;Recursos Humanos;Licença Médica;7;2022-02-27;16600.17
6119;Evelyn Pires;Recursos Humanos;Doença;8;2020-04-20;7004.63
9840;Cauã Lima;Recursos Humanos;Viagem de Negocio;3;2020-06-02;7945.59
3301;Dr. Gustavo Henrique Dias;Recursos Humanos;Outros;8;2022-05-24;7948.21
3330;Luana Viana;TI;Licença Médica;3;2022-08-19;16130.93
6781;Ryan Rocha;TI;Outros;3;2023-09-09;14921.23
7804;Calebe Almeida;TI;Problemas Pessoais;2;2020-05-26;13483.17
6531;Miguel da Paz;Vendas;Outros;4;2021-09-11;5743.09
3098;Felipe Ribeiro;Marketing;Doença;1;2022-10-24;14657.85
8424;Dr. Diego Sales;Marketing;Outros;7;2021-02-25;3246.41
8072;Ana Sophia Barbosa;Recursos Humanos;Férias;8;2021-05-08;19624.79
6596;Isabella Caldeira;Recursos Humanos;Viagem de Negocio;3;2023-06-18;20735.66
2071;Dr. João Guilherme Dias;Recursos Humanos;Doença;3;2020-03-31;11706.77
1644;Isabel da Rocha;Vendas;Problemas Pessoais;7;2020-08-19;7405.53
8132;Sr. Bruno Gonçalves;Marketing;Licença Médica;7;2020-01-15;12622.55
5770;Sr. Thomas Cavalcanti;Vendas;Doença;4;2020-11-07;9668.05
7314;Antônio Gomes;Vendas;Licença Médica;8;2022-12-10;6716.61
2257;Juliana Pinto;Recursos Humanos;Licença Médica;1;2022-04-08;15704.92
9684;Nathan Sales;Vendas;Outros;3;2023-09-11;12593.39
5375;João Guilherme Teixeira;Marketing;Doença;4;2022-06-11;6154.48
2881;Sr. Vitor Correia;Recursos Humanos;Doença;3;2023-10-04;10731.32
3786;Antônio Peixoto;TI;Problemas Pessoais;6;2021-05-22;11911.75
6841;Arthur da Conceição;Recursos Humanos;Férias;3;2021-09-16;5045.78
7490;Eduarda Fogaça;TI;Problemas Pessoais;3;2022-03-02;15813.48
4812;Sra. Alana Ramos;Marketing;Férias;4;2020-07-17;8017.37
9025;Carolina Costela;Vendas;Problemas Pessoais;7;2022-08-22;8435.61
8818;Isaac Araújo;Marketing;Viagem de Negocio;7;2022-02-08;16272.83
6884;Srta. Maitê da Cruz;Vendas;Doença;4;2022-10-27;3932.95
8314;João Lucas Lopes;Vendas;Outros;1;2023-09-06;20959.35
6929;Fernanda Ribeiro;Recursos Humanos;Licença Médica;8;2021-04-30;7717.28
7941;Emilly Sales;Recursos Humanos;Doença;3;2021-09-07;5533.0
3729;Juliana Pinto;Recursos Humanos;Doença;8;2023-09-12;7542.35
3234;Eduarda Sales;Recursos Humanos;Férias;8;2022-12-01;10398.45
3879;Isadora Cavalcanti;Marketing;Viagem de Negocio;2;2020-10-30;10629.88
1657;Luiz Otávio Ramos;Vendas;Problemas Pessoais;4;2023-02-01;3126.0
3731;Cauê da Cruz;Vendas;Licença Médica;8;2022-11-18;21108.56
2199;Evelyn Monteiro;Marketing;Doença;1;2020-12-27;17001.81
3320;Evelyn Nascimento;Marketing;Férias;3;2021-11-04;16837.05
8074;Joana Caldeira;Recursos Humanos;Outros;7;2022-10-12;13302.83
